# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²)
5.42,1931.432,469.347,-48.003
5.47,1954.839,466.95,-47.839
5.52,1978.127,464.563,-47.63
5.57,2001.296,462.188,-47.386
5.62,2024.346,459.825,-47.126
5.67,2047.279,457.475,-46.875
5.72,2070.094,455.137,-46.652
5.77,2092.792,452.81,-46.467
5.82,2115.375,450.49,-46.321
5.87,2137.842,448.177,-46.202
5.92,2160.193,445.87,-46.092
5.97,2182.429,443.568,-45.973
6.02,2204.55,441.273,-45.831
6.07,2226.556,438.985,-45.658
6.12,2248.448,436.707,-45.459
6.17,2270.227,434.44,-45.245
6.22,2291.892,432.183,-45.032
6.27,2313.445,429.936,-44.834
6.32,2334.886,427.699,-44.661
6.37,2356.215,425.47,-44.515
6.42,2377.433,423.247,-44.394
6.47,2398.54,421.03,-44.287
6.52,2419.536,418.818,-44.183
6.57,2440.422,416.612,-44.07
6.62,2461.198,414.412,-43.941
6.67,2481.863,412.218,-43.79
6.72,2502.42,410.033,-43.623
6.77,2522.867,407.856,-43.446
6.82,2543.205,405.688,-43.268
6.87,2563.436,403.529,-43.1
6.92,2583.558,401.378,-42.947
6.97,2603.574,399.234,-42.814
7.02,2623.482,397.097,-42.698
7.07,2643.284,394.964,-42.597
7.12,2662.979,392.837,-42.501
7.17,2682.567,390.714,-42.404
7.22,2702.05,388.596,-42.298
7.27,2721.427,386.484,-42.181
7.32,2740.699,384.379,-42.05
7.37,2759.865,382.28,-41.908
7.42,2778.927,380.188,-41.76
7.47,2797.884,378.104,-41.612
7.52,2816.737,376.027,-41.471
7.57,2835.487,373.956,-41.34
7.62,2854.133,371.892,-41.223
7.67,2872.676,369.834,-41.118
7.72,2891.116,367.781,-41.023
7.77,2909.454,365.732,-40.935
7.82,2927.69,363.687,-40.849
7.87,2945.823,361.647,-40.759
7.92,2963.854,359.611,-40.664
7.97,2981.784,357.58,-40.559
8.02,2999.612,355.555,-40.447
8.07,3017.34,353.536,-40.328
8.12,3034.966,351.523,-40.205
8.17,3052.492,349.515,-40.083
8.22,3069.918,347.514,-39.965
8.27,3087.244,345.519,-39.854
8.32,3104.47,343.529,-39.751
8.37,3121.597,341.544,-39.657
8.42,3138.624,339.563,-39.57
8.47,3155.553,337.586,-39.49
8.52,3172.383,335.614,-39.412
8.57,3189.114,333.645,-39.335
8.62,3205.747,331.68,-39.256
8.67,3222.282,329.72,-39.172
8.72,3238.72,327.763,-39.083
8.77,3255.059,325.811,-38.989
8.82,3271.301,323.864,-38.891
8.87,3287.445,321.922,-38.79
8.92,3303.493,319.985,-38.69
8.97,3319.444,318.053,-38.591
9.02,3335.298,316.126,-38.496
9.07,3351.057,314.204,-38.406
9.12,3366.719,312.286,-38.322
9.17,3382.285,310.371,-38.244
9.22,3397.756,308.461,-38.171
9.27,3413.132,306.554,-38.101
9.32,3428.412,304.651,-38.034
9.37,3443.597,302.751,-37.967
9.42,3458.687,300.854,-37.899
9.47,3473.682,298.961,-37.828
9.52,3488.583,297.071,-37.755
9.57,3503.389,295.186,-37.679
9.62,3518.102,293.304,-37.599
9.67,3532.72,291.426,-37.518
9.72,3547.244,289.552,-37.436
9.77,3561.675,287.682,-37.354
9.82,3576.012,285.816,-37.274
9.87,3590.257,283.955,-37.196
9.92,3604.408,282.097,-37.121
9.97,3618.466,280.243,-37.05
10.02,3632.432,278.392,-36.983
10.07,3646.306,276.544,-36.919
10.12,3660.087,274.7,-36.858
10.17,3673.776,272.858,-36.8
10.22,3687.373,271.02,-36.742
10.27,3700.878,269.184,-36.685
10.32,3714.291,267.351,-36.627
10.37,3727.613,265.521,-36.568
10.42,3740.843,263.694,-36.508
10.47,3753.982,261.871,-36.446
10.52,3767.03,260.05,-36.382
10.57,3779.987,258.232,-36.317
10.62,3792.854,256.418,-36.251
10.67,3805.629,254.607,-36.185
10.72,3818.315,252.8,-36.12
10.77,3830.909,250.995,-36.055
10.82,3843.414,249.194,-35.992
10.87,3855.829,247.396,-35.932
10.92,3868.154,245.601,-35.873
10.97,3880.389,243.809,-35.817
11.02,3892.535,242.019,-35.763
11.07,3904.591,240.232,-35.711
11.12,3916.558,238.448,-35.661
11.17,3928.436,236.666,-35.612
11.22,3940.225,234.887,-35.565
11.27,3951.924,233.11,-35.517
11.32,3963.536,231.335,-35.47
11.37,3975.058,229.563,-35.422
11.42,3986.492,227.793,-35.374
11.47,3997.837,226.025,-35.325
11.52,4009.094,224.26,-35.275
11.57,4020.263,222.498,-35.224
11.62,4031.344,220.738,-35.173
11.67,4042.337,218.981,-35.121
11.72,4053.242,217.226,-35.07
11.77,4064.06,215.474,-35.018
11.82,4074.79,213.724,-34.968
11.87,4085.432,211.977,-34.918
11.92,4095.988,210.232,-34.869
11.97,4106.456,208.49,-34.821
12.02,4116.837,206.75,-34.775
12.07,4127.131,205.013,-34.73
12.12,4137.338,203.277,-34.686
12.17,4147.458,201.544,-34.644
12.22,4157.492,199.813,-34.603
12.27,4167.44,198.084,-34.563
12.32,4177.301,196.356,-34.524
12.37,4187.075,194.631,-34.486
12.42,4196.764,192.908,-34.448
12.47,4206.366,191.186,-34.411
12.52,4215.883,189.467,-34.373
12.57,4225.313,187.749,-34.336
12.62,4234.658,186.033,-34.298
12.67,4243.916,184.319,-34.26
12.72,4253.089,182.607,-34.222
12.77,4262.177,180.897,-34.184
12.82,4271.179,179.189,-34.145
12.87,4280.096,177.483,-34.107
12.92,4288.927,175.778,-34.068
12.97,4297.674,174.076,-34.029
13.02,4306.335,172.375,-33.991
13.07,4314.911,170.677,-33.953
13.12,4323.403,168.98,-33.915
13.17,4331.809,167.285,-33.878
13.22,4340.131,165.592,-33.842
13.27,4348.369,163.901,-33.806
13.32,4356.521,162.211,-33.771
13.37,4364.59,160.524,-33.737
13.42,4372.574,158.838,-33.704
13.47,4380.474,157.153,-33.671
13.52,4388.289,155.471,-33.64
13.57,4396.021,153.789,-33.609
13.62,4403.668,152.11,-33.578
13.67,4411.232,150.432,-33.549
13.72,4418.711,148.755,-33.519
13.77,4426.107,147.08,-33.491
13.82,4433.419,145.406,-33.462
13.87,4440.648,143.733,-33.434
13.92,4447.793,142.062,-33.406
13.97,4454.854,140.393,-33.379
14.02,4461.832,138.724,-33.351
14.07,4468.727,137.058,-33.324
14.12,4475.538,135.392,-33.296
14.17,4482.266,133.728,-33.269
14.22,4488.911,132.065,-33.242
14.27,4495.472,130.404,-33.214
14.32,4501.951,128.744,-33.187
14.37,4508.347,127.085,-33.16
14.42,4514.659,125.428,-33.134
14.47,4520.889,123.772,-33.108
14.52,4527.037,122.117,-33.082
14.57,4533.101,120.463,-33.056
14.62,4539.083,118.811,-33.03
14.67,4544.982,117.16,-33.005
14.72,4550.799,115.511,-32.979
14.77,4556.533,113.862,-32.954
14.82,4562.185,112.215,-32.929
14.87,4567.755,110.57,-32.905
14.92,4573.242,108.925,-32.88
14.97,4578.647,107.282,-32.857
15.02,4583.971,105.639,-32.833
15.07,4589.211,103.998,-32.81
15.12,4594.37,102.358,-32.787
15.17,4599.447,100.72,-32.764
15.22,4604.442,99.082,-32.742
15.27,4609.355,97.445,-32.72
15.32,4614.187,95.81,-32.699
15.37,4618.936,94.175,-32.677
15.42,4623.604,92.542,-32.656
15.47,4628.191,90.91,-32.635
15.52,4632.695,89.279,-32.615
15.57,4637.119,87.648,-32.594
15.62,4641.46,86.019,-32.574
15.67,4645.721,84.391,-32.554
15.72,4649.899,82.764,-32.534
15.77,4653.997,81.137,-32.515
15.82,4658.013,79.512,-32.495
15.87,4661.948,77.888,-32.475
15.92,4665.802,76.265,-32.456
15.97,4669.575,74.642,-32.436
16.02,4673.266,73.021,-32.417
16.07,4676.877,71.401,-32.398
16.12,4680.406,69.781,-32.379
16.17,4683.855,68.163,-32.359
16.22,4687.223,66.545,-32.34
16.27,4690.509,64.929,-32.321
16.32,4693.715,63.313,-32.302
16.37,4696.841,61.699,-32.283
16.42,4699.885,60.085,-32.264
16.47,4702.849,58.472,-32.245
16.52,4705.733,56.86,-32.226
16.57,4708.535,55.25,-32.207
16.62,4711.258,53.64,-32.188
16.67,4713.899,52.031,-32.17
16.72,4716.461,50.423,-32.151
16.77,4718.942,48.816,-32.133
16.82,4721.342,47.21,-32.115
16.87,4723.663,45.604,-32.097
16.92,4725.903,44,-32.079
16.97,4728.063,42.396,-32.061
17.02,4730.142,40.794,-32.044
17.07,4732.142,39.192,-32.027
17.12,4734.062,37.591,-32.01
17.17,4735.901,35.991,-31.994
17.22,4737.661,34.392,-31.978
17.27,4739.34,32.793,-31.962
17.32,4740.94,31.195,-31.947
17.37,4742.46,29.598,-31.933
17.42,4743.9,28.002,-31.918
17.47,4745.26,26.407,-31.905
17.52,4746.541,24.812,-31.892
17.57,4747.741,23.217,-31.88
17.62,4748.862,21.624,-31.868
17.67,4749.904,20.031,-31.858
17.72,4750.865,18.438,-31.848
17.77,4751.747,16.846,-31.838
17.82,4752.55,15.254,-31.83
17.87,4753.273,13.663,-31.823
17.92,4753.916,12.072,-31.817
17.97,4754.48,10.481,-31.812
18.02,4754.964,8.891,-31.807
18.07,4755.369,7.3,-31.804
18.12,4755.694,5.71,-31.803
18.17,4755.94,4.12,-31.802
18.22,4756.106,2.53,-31.803
18.27,4756.193,0.94,-31.804
18.32,4756.2,-0.651,-31.808
18.37,4756.128,-2.241,-31.812
18.375,4756.117,-2.394,-31.796
18.875,4750.948,-18.281,-31.774
19.375,4738.109,-33.075,-29.589
19.875,4718.126,-46.856,-27.561
20.375,4691.515,-59.588,-25.465
20.875,4658.819,-71.195,-23.214
21.375,4620.619,-81.607,-20.824
21.875,4577.519,-90.79,-18.365
22.375,4530.133,-98.754,-15.929
22.875,4479.056,-105.555,-13.601
23.375,4424.848,-111.279,-11.448
23.875,4368.019,-116.034,-9.51
24.375,4309.026,-119.938,-7.808
24.875,4248.265,-123.109,-6.343
25.375,4186.072,-125.66,-5.102
25.875,4122.734,-127.694,-4.067
26.375,4058.485,-129.3,-3.212
26.875,3993.521,-130.556,-2.513
27.375,3928,-131.529,-1.946
27.875,3862.049,-132.274,-1.49
28.375,3795.771,-132.836,-1.123
28.875,3729.25,-133.251,-0.831
29.375,3662.549,-133.551,-0.599
29.875,3595.722,-133.758,-0.415
30.375,3528.809,-133.893,-0.269
30.875,3461.843,-133.97,-0.154
31.375,3394.85,-134.002,-0.064
31.875,3327.85,-133.999,0.006
32.375,3260.858,-133.968,0.062
32.875,3193.887,-133.915,0.106
33.375,3126.948,-133.843,0.144
33.875,3060.048,-133.757,0.172
34.375,2993.194,-133.66,0.195
34.875,2926.39,-133.554,0.212
35.375,2859.642,-133.441,0.225
35.875,2792.95,-133.324,0.235
36.375,2726.319,-133.203,0.242
36.875,2659.748,-133.079,0.247
37.375,2593.24,-132.954,0.251
37.875,2526.795,-132.826,0.254
38.375,2460.413,-132.698,0.256
38.875,2394.096,-132.57,0.257
39.375,2327.844,-132.441,0.258
39.875,2261.656,-132.312,0.258
40.375,2195.532,-132.183,0.258
40.875,2129.473,-132.054,0.258
41.375,2063.478,-131.925,0.257
41.875,1997.547,-131.797,0.256
42.375,1931.681,-131.67,0.255
42.875,1865.878,-131.542,0.255
43.375,1800.138,-131.415,0.254
43.875,1734.462,-131.289,0.253
44.375,1668.849,-131.163,0.251
44.875,1603.298,-131.038,0.25
45.375,1537.811,-130.913,0.251
45.875,1472.386,-130.786,0.254
46.375,1407.025,-130.658,0.255
46.875,1341.728,-130.531,0.255
47.375,1276.494,-130.403,0.256
47.875,1211.325,-130.275,0.255
48.375,1146.219,-130.148,0.255
48.875,1081.177,-130.02,0.254
49.375,1016.199,-129.894,0.254
49.875,951.283,-129.767,0.253
50.375,886.431,-129.641,0.252
50.875,821.642,-129.516,0.251
51.375,756.915,-129.391,0.25
51.875,692.251,-129.267,0.249
52.375,627.648,-129.143,0.248
52.875,563.107,-129.02,0.246
53.375,498.628,-128.897,0.245
53.875,434.21,-128.775,0.244
53.876,434.082,-126.444,2330.704
53.877,433.957,-124.198,2245.957
53.878,433.834,-122.033,2165.755
53.879,433.713,-119.943,2089.778
53.88,433.594,-117.925,2017.734
53.881,433.477,-115.976,1949.353
53.882,433.362,-114.091,1884.392
53.883,433.249,-112.269,1822.625
53.884,433.138,-110.505,1763.844
53.885,433.028,-108.797,1707.86
53.886,432.92,-107.143,1654.498
53.887,432.814,-105.539,1603.596
53.888,432.709,-103.984,1555.004
53.889,432.606,-102.475,1508.584
53.89,432.504,-101.011,1464.208
53.891,432.404,-99.59,1421.757
53.892,432.305,-98.208,1381.122
53.893,432.207,-96.866,1342.199
53.894,432.111,-95.561,1304.895
53.895,432.016,-94.292,1269.119
53.896,431.922,-93.057,1234.789
53.897,431.83,-91.856,1201.828
53.898,431.739,-90.685,1170.164
53.899,431.648,-89.546,1139.73
53.9,431.559,-88.435,1110.463
53.901,431.472,-87.353,1082.303
53.902,431.385,-86.298,1055.195
53.903,431.299,-85.269,1029.087
53.904,431.214,-84.265,1003.931
53.905,431.13,-83.285,979.681
53.906,431.048,-82.329,956.293
53.907,430.966,-81.395,933.727
53.908,430.885,-80.483,911.945
53.909,430.805,-79.592,890.911
53.91,430.726,-78.722,870.591
53.911,430.647,-77.871,850.953
53.912,430.57,-77.039,831.967
53.913,430.493,-76.225,813.603
53.914,430.417,-75.429,795.836
53.915,430.342,-74.651,778.639
53.916,430.268,-73.889,761.989
53.917,430.195,-73.143,745.862
53.918,430.122,-72.412,730.236
53.919,430.05,-71.697,715.091
53.92,429.978,-70.997,700.408
53.921,429.908,-70.311,686.167
53.922,429.838,-69.638,672.351
53.923,429.768,-68.979,658.944
53.924,429.7,-68.334,645.929
53.925,429.632,-67.7,633.291
53.926,429.564,-67.079,621.016
53.927,429.498,-66.47,609.089
53.928,429.431,-65.873,597.499
53.929,429.366,-65.286,586.231
53.93,429.301,-64.711,575.276
53.931,429.236,-64.147,564.619
53.932,429.173,-63.592,554.253
53.933,429.109,-63.048,544.164
53.934,429.046,-62.514,534.345
53.935,428.984,-61.989,524.785
53.936,428.923,-61.474,515.475
53.937,428.861,-60.967,506.406
53.938,428.801,-60.47,497.571
53.939,428.74,-59.981,488.961
53.94,428.681,-59.5,480.569
53.941,428.621,-59.028,472.388
53.942,428.563,-58.563,464.409
53.943,428.504,-58.107,456.628
53.944,428.446,-57.658,449.036
53.945,428.389,-57.216,441.629
53.946,428.332,-56.782,434.4
53.947,428.275,-56.354,427.344
53.948,428.219,-55.934,420.455
53.949,428.163,-55.52,413.727
53.95,428.108,-55.113,407.157
53.951,428.053,-54.712,400.738
53.952,427.999,-54.318,394.467
53.953,427.945,-53.929,388.338
53.954,427.891,-53.547,382.348
53.955,427.837,-53.17,376.493
53.956,427.785,-52.8,370.768
53.957,427.732,-52.435,365.169
53.958,427.68,-52.075,359.693
53.959,427.628,-51.72,354.336
53.96,427.576,-51.371,349.096
53.961,427.525,-51.027,343.967
53.962,427.474,-50.688,338.948
53.963,427.424,-50.354,334.036
53.964,427.373,-50.025,329.226
53.965,427.324,-49.701,324.517
53.966,427.274,-49.381,319.905
53.967,427.225,-49.065,315.389
53.968,427.176,-48.754,310.964
53.969,427.127,-48.448,306.63
53.97,427.079,-48.145,302.383
53.971,427.031,-47.847,298.22
53.972,426.983,-47.553,294.141
53.973,426.936,-47.263,290.142
53.974,426.889,-46.977,286.222
53.975,426.842,-46.694,282.379
53.976,426.795,-46.416,278.609
53.977,426.749,-46.141,274.913
53.978,426.703,-45.87,271.287
53.979,426.657,-45.602,267.73
53.98,426.612,-45.338,264.24
53.981,426.567,-45.077,260.816
53.982,426.522,-44.819,257.456
53.983,426.477,-44.565,254.158
53.984,426.432,-44.311,250.92
53.985,426.386,-44.055,247.7
53.986,426.34,-43.798,244.479
53.987,426.293,-43.539,241.26
53.988,426.246,-43.279,238.041
53.989,426.198,-43.018,234.824
53.991,426.149,-42.754,231.607
53.992,426.1,-42.49,228.39
53.993,426.05,-42.223,225.175
53.994,425.999,-41.956,221.96
53.995,425.947,-41.686,218.747
53.997,425.895,-41.415,215.534
53.998,425.842,-41.142,212.322
53.999,425.788,-40.867,209.112
54.001,425.733,-40.591,205.902
54.002,425.678,-40.313,202.693
54.003,425.622,-40.033,199.485
54.005,425.564,-39.751,196.279
54.006,425.506,-39.467,193.073
54.008,425.447,-39.181,189.869
54.009,425.387,-38.893,186.666
54.011,425.325,-38.603,183.464
54.013,425.263,-38.311,180.263
54.014,425.2,-38.017,177.063
54.016,425.135,-37.721,173.865
54.018,425.07,-37.423,170.669
54.019,425.003,-37.122,167.474
54.021,424.934,-36.819,164.28
54.023,424.865,-36.514,161.088
54.025,424.794,-36.206,157.897
54.027,424.722,-35.896,154.708
54.029,424.648,-35.583,151.521
54.031,424.573,-35.268,148.335
54.034,424.496,-34.95,145.152
54.036,424.417,-34.629,141.97
54.038,424.337,-34.306,138.79
54.041,424.255,-33.98,135.612
54.043,424.171,-33.65,132.437
54.046,424.085,-33.318,129.264
54.048,423.996,-32.983,126.093
54.051,423.906,-32.644,122.924
54.054,423.813,-32.302,119.758
54.057,423.718,-31.957,116.595
54.06,423.621,-31.609,113.435
54.063,423.52,-31.257,110.277
54.066,423.417,-30.901,107.123
54.07,423.311,-30.541,103.972
54.073,423.201,-30.178,100.824
54.077,423.089,-29.811,97.68
54.081,422.972,-29.439,94.54
54.085,422.852,-29.064,91.403
54.09,422.728,-28.684,88.271
54.094,422.599,-28.299,85.144
54.099,422.466,-27.91,82.021
54.104,422.327,-27.516,78.904
54.109,422.184,-27.117,75.791
54.115,422.034,-26.713,72.685
54.121,421.878,-26.303,69.585
54.127,421.715,-25.888,66.491
54.133,421.545,-25.468,63.405
54.14,421.366,-25.041,60.327
54.148,421.179,-24.609,57.257
54.156,420.981,-24.17,54.196
54.165,420.773,-23.725,51.145
54.174,420.552,-23.272,48.105
54.184,420.317,-22.813,45.077
54.195,420.067,-22.347,42.062
54.208,419.799,-21.874,39.062
54.221,419.511,-21.393,36.079
54.236,419.199,-20.905,33.114
54.252,418.859,-20.409,30.17
54.271,418.487,-19.906,27.25
54.292,418.075,-19.395,24.359
54.316,417.615,-18.878,21.5
54.344,417.094,-18.356,18.68
54.377,416.495,-17.829,15.907
54.417,415.793,-17.302,13.192
54.466,414.946,-16.777,10.55
54.53,413.888,-16.265,8.005
54.617,412.494,-15.778,5.591
54.746,410.494,-15.345,3.369
54.966,407.158,-15.027,1.45
55.466,399.654,-14.99,0.074
55.966,392.149,-15.028,-0.077
56.466,384.647,-14.981,0.095
56.966,377.144,-15.032,-0.101
57.466,369.643,-14.97,0.123
57.966,362.142,-15.037,-0.133
58.466,354.643,-14.957,0.159
58.966,347.143,-15.045,-0.175
59.466,339.646,-14.941,0.206
59.966,332.147,-15.056,-0.229
60.466,324.653,-14.922,0.268
60.966,317.154,-15.071,-0.3
61.466,309.662,-14.897,0.35
61.966,302.165,-15.093,-0.393
62.466,294.676,-14.865,0.456
62.966,287.179,-15.122,-0.514
63.466,279.692,-14.824,0.596
63.966,272.196,-15.161,-0.674
64.466,264.713,-14.771,0.779
64.966,257.217,-15.213,-0.884
65.466,249.738,-14.703,1.02
65.966,242.242,-15.282,-1.159
66.466,234.767,-14.614,1.337
66.966,227.271,-15.374,-1.52
67.466,219.803,-14.497,1.753
67.903,213.265,-15.37,-1.994
68.287,207.497,-14.699,1.75
68.723,200.987,-15.195,-1.14
69.223,193.514,-14.698,0.995
69.723,186.023,-15.263,-1.131
70.223,178.555,-14.61,1.307
70.723,171.064,-15.354,-1.488
71.223,163.602,-14.494,1.72
71.669,156.943,-15.368,-1.958
72.059,151.086,-14.668,1.793
72.483,144.746,-15.186,-1.219
72.983,137.279,-14.682,1.007
73.483,129.794,-15.256,-1.148
73.983,122.332,-14.592,1.328
74.483,114.847,-15.349,-1.514
74.983,107.391,-14.473,1.752
75.421,100.87,-15.347,-1.998
75.803,95.133,-14.676,1.757
76.236,88.669,-15.168,-1.138
76.736,81.208,-14.676,0.985
77.236,73.73,-15.238,-1.123
77.736,66.274,-14.587,1.302
78.236,58.794,-15.33,-1.487
78.736,51.345,-14.469,1.723
79.181,44.719,-15.343,-1.968
79.568,38.907,-14.648,1.795
79.992,32.593,-15.159,-1.206
80.492,25.138,-14.661,0.995
80.992,17.665,-15.23,-1.137
81.492,10.215,-14.57,1.319
81.992,2.742,-15.324,-1.509
82.173,0,-15.008,1.751
