0.003,0.702
0.004,0.639
0.006,0.604
0.008,0.58
0.009,0.562
0.011,0.548
0.013,0.536
0.014,0.526
0.016,0.517
0.018,0.509
0.019,0.503
0.021,0.497
0.023,0.491
0.024,0.486
0.026,0.481
0.028,0.477
0.03,0.473
0.032,0.47
0.033,0.466
0.035,0.463
0.037,0.462
0.039,0.462
0.041,0.463
0.042,0.463
0.044,0.463
0.046,0.463
0.048,0.463
0.05,0.463
0.052,0.463
0.054,0.463
0.056,0.463
0.058,0.463
0.059,0.463
0.061,0.463
0.063,0.463
0.066,0.463
0.071,0.463
0.078,0.464
0.088,0.464
0.099,0.465
0.109,0.465
0.12,0.466
0.131,0.467
0.142,0.468
0.152,0.469
0.163,0.47
0.174,0.471
0.185,0.472
0.196,0.473
0.207,0.474
0.218,0.476
0.228,0.477
0.239,0.479
0.25,0.48
0.261,0.482
0.272,0.484
0.283,0.486
0.295,0.488
0.306,0.49
0.317,0.492
0.328,0.494
0.339,0.497
0.35,0.499
0.361,0.502
0.372,0.504
0.383,0.507
0.395,0.51
0.406,0.513
0.417,0.516
0.428,0.519
0.439,0.523
0.45,0.526
0.461,0.53
0.472,0.534
0.483,0.537
0.494,0.541
0.505,0.545
0.516,0.55
0.528,0.555
0.531,0.556
0.529,0.555
