0,1.125
0,1.04
0.001,0.829
0.002,0.707
0.004,0.635
0.005,0.592
0.007,0.564
0.009,0.544
0.01,0.528
0.012,0.516
0.014,0.506
0.015,0.497
0.017,0.49
0.019,0.484
0.02,0.478
0.022,0.473
0.023,0.469
0.025,0.465
0.026,0.461
0.028,0.458
0.029,0.455
0.031,0.453
0.032,0.45
0.033,0.447
0.035,0.445
0.036,0.444
0.037,0.444
0.039,0.444
0.04,0.444
0.041,0.444
0.043,0.444
0.044,0.444
0.046,0.444
0.047,0.444
0.048,0.444
0.05,0.444
0.051,0.444
0.052,0.444
0.054,0.444
0.055,0.444
0.057,0.444
0.06,0.445
0.064,0.445
0.071,0.445
0.077,0.445
0.084,0.446
0.09,0.446
0.097,0.446
0.104,0.447
0.111,0.447
0.117,0.448
0.124,0.448
0.131,0.449
0.138,0.449
0.145,0.45
0.152,0.451
0.159,0.451
0.166,0.452
0.173,0.453
0.181,0.454
0.188,0.455
0.196,0.455
0.203,0.456
0.211,0.457
0.219,0.459
0.227,0.46
0.235,0.461
0.244,0.462
0.252,0.464
0.261,0.465
0.269,0.467
0.278,0.468
0.287,0.47
0.295,0.471
0.304,0.473
0.313,0.475
0.322,0.477
0.33,0.479
0.339,0.481
0.348,0.483
0.356,0.485
0.365,0.487
0.373,0.489
0.381,0.492
0.389,0.494
0.397,0.496
0.405,0.498
0.412,0.501
0.42,0.503
0.427,0.505
0.434,0.507
0.441,0.51
0.448,0.512
0.455,0.515
0.462,0.517
0.468,0.519
0.474,0.522
0.48,0.524
0.486,0.526
0.491,0.528
0.497,0.53
0.502,0.532
0.506,0.534
0.511,0.536
0.515,0.538
0.518,0.539
0.519,0.54
0.52,0.54
0.521,0.54
0.53,0.54
0.6,0.56
