time,height,speed,acceleration
5.84,1411.19091,173.43366,-37.96117
5.85,1411.19091,173.07275,-29.69305
5.86,1411.19091,172.71184,-34.64736
5.86,1411.19091,172.71184,-34.64736
5.86,1411.19091,172.71184,-34.64736
5.86,1411.19091,172.71184,-34.64736
5.86,1411.19091,172.71184,-34.64736
5.86,1411.19091,172.71184,-34.64736
5.87,1432.38617,172.35093,-36.28786
5.88,1432.38617,171.99002,-39.60167
5.89,1432.38617,171.62911,-36.28786
5.9,1432.38617,171.2682,-34.64736
5.91,1432.38617,170.87448,-39.60167
5.92,1436.7499,170.51357,-39.60167
5.93,1436.7499,170.11985,-36.28786
5.94,1436.7499,169.75894,-41.24217
5.95,1436.7499,169.39803,-34.64736
5.96,1436.7499,169.03712,-31.36636
5.97,1451.54721,168.67621,-34.64736
5.98,1451.54721,168.34811,-34.64736
5.99,1451.54721,167.9872,-36.28786
6,1451.54721,167.62629,-36.28786
6.01,1451.54721,167.26538,-36.28786
6.02,1453.87672,166.90447,-36.28786
6.03,1453.87672,166.54356,-37.96117
6.04,1453.87672,166.18265,-34.64736
6.05,1453.87672,165.85455,-29.69305
6.06,1453.87672,165.49364,-37.96117
6.07,1460.27467,165.16554,-34.64736
6.08,1460.27467,164.80463,-34.64736
6.09,1460.27467,164.44372,-36.28786
6.1,1460.27467,164.11562,-33.00686
6.1,1460.27467,164.11562,-33.00686
6.11,1460.27467,163.75471,-33.00686
6.12,1464.6384,163.3938,-36.28786
6.13,1464.6384,163.0657,-37.96117
6.14,1464.6384,162.70479,-36.28786
6.15,1464.6384,162.34388,-34.64736
6.16,1464.6384,161.98297,-33.00686
6.17,1477.99207,161.62206,-37.96117
6.18,1477.99207,161.26115,-36.28786
6.19,1477.99207,160.90024,-36.28786
6.2,1477.99207,160.53933,-37.96117
6.21,1477.99207,160.14561,-36.28786
6.22,1487.01482,159.7847,-37.96117
6.23,1487.01482,159.42379,-36.28786
6.24,1487.01482,159.06288,-37.96117
6.25,1487.01482,158.70197,-34.64736
6.26,1487.01482,158.34106,-34.64736
6.27,1492.5269,157.98015,-34.64736
6.28,1492.5269,157.61924,-37.96117
6.29,1492.5269,157.29114,-33.00686
6.3,1492.5269,156.93023,-36.28786
6.31,1492.5269,156.56932,-31.36636
6.32,1503.28858,156.20841,-37.96117
6.33,1503.28858,155.88031,-36.28786
6.34,1503.28858,155.5194,-37.96117
6.35,1503.28858,155.15849,-36.28786
6.36,1503.28858,154.79758,-33.00686
6.37,1503.87916,154.43667,-36.28786
6.38,1503.87916,154.10857,-33.00686
6.39,1503.87916,153.78047,-28.05255
6.4,1503.87916,153.41956,-34.64736
6.41,1503.87916,153.09146,-37.96117
6.42,1508.83347,152.73055,-36.28786
6.42,1508.83347,152.73055,-36.28786
6.43,1508.83347,152.40245,-34.64736
6.44,1508.83347,152.04154,-31.36636
6.45,1508.83347,151.68063,-39.60167
6.46,1508.83347,151.31972,-34.64736
6.47,1517.85622,150.926,-42.91548
6.48,1517.85622,150.56509,-33.00686
6.49,1517.85622,150.20418,-41.24217
6.5,1517.85622,149.84327,-36.28786
6.51,1517.85622,149.48236,-28.05255
6.52,1529.50377,149.12145,-37.96117
6.53,1529.50377,148.79335,-34.64736
6.54,1529.50377,148.43244,-34.64736
6.55,1529.50377,148.10434,-34.64736
6.56,1529.50377,147.74343,-33.00686
6.57,1536.19701,147.41533,-37.96117
6.58,1536.19701,147.05442,-33.00686
6.59,1536.19701,146.72632,-31.36636
6.6,1536.19701,146.36541,-36.28786
6.61,1536.19701,146.03731,-33.00686
6.62,1539.37958,145.6764,-37.96117
6.63,1539.37958,145.31549,-34.64736
6.64,1539.37958,144.95458,-33.00686
6.65,1539.37958,144.59367,-36.28786
6.66,1539.37958,144.23276,-37.96117
6.67,1546.40092,143.87185,-41.24217
6.68,1546.40092,143.47813,-37.96117
6.69,1546.40092,143.08441,-39.60167
6.7,1546.40092,142.69069,-39.60167
6.71,1546.40092,142.29697,-39.60167
6.72,1556.86731,141.93606,-36.28786
6.73,1556.86731,141.57515,-34.64736
6.74,1556.86731,141.21424,-34.64736
6.74,1556.86731,141.21424,-34.64736
6.75,1556.86731,140.88614,-31.36636
6.76,1556.86731,140.52523,-34.64736
6.77,1562.70749,140.19713,-36.28786
6.78,1562.70749,139.83622,-34.64736
6.79,1562.70749,139.47531,-39.60167
6.8,1562.70749,139.1144,-34.64736
6.81,1562.70749,138.72068,-36.28786
6.82,1565.62758,138.35977,-39.60167
6.83,1565.62758,137.99886,-36.28786
6.84,1565.62758,137.67076,-31.36636
6.85,1565.62758,137.30985,-36.28786
6.86,1565.62758,136.98175,-33.00686
6.87,1575.24091,136.65365,-31.36636
6.87,1575.24091,136.65365,-31.36636
6.87,1575.24091,136.65365,-31.36636
6.87,1575.24091,136.65365,-31.36636
6.87,1575.24091,136.65365,-31.36636
6.87,1575.24091,136.65365,-31.36636
6.88,1575.24091,136.29274,-34.64736
6.89,1575.24091,135.96464,-34.64736
6.9,1575.24091,135.63654,-29.69305
6.91,1575.24091,135.30844,-33.00686
6.92,1579.30935,134.98034,-33.00686
6.93,1579.30935,134.65224,-36.28786
6.94,1579.30935,134.32414,-33.00686
6.95,1579.30935,133.96323,-33.00686
6.96,1579.30935,133.63513,-31.36636
6.97,1581.08109,133.30703,-36.28786
6.98,1581.08109,132.94612,-34.64736
6.99,1581.08109,132.58521,-39.60167
7,1581.08109,132.25711,-31.36636
7.01,1581.08109,131.8962,-34.64736
7.02,1593.31922,131.5681,-34.64736
7.03,1593.31922,131.24,-33.00686
7.04,1593.31922,130.87909,-31.36636
7.05,1593.31922,130.55099,-34.64736
7.06,1593.31922,130.22289,-36.28786
7.06,1593.31922,130.22289,-36.28786
7.07,1599.1594,129.86198,-34.64736
7.08,1599.1594,129.53388,-33.00686
7.09,1599.1594,129.20578,-31.36636
7.1,1599.1594,128.87768,-33.00686
7.11,1599.1594,128.54958,-34.64736
7.12,1597.38766,128.18867,-33.00686
7.13,1597.38766,127.86057,-31.36636
7.14,1597.38766,127.53247,-34.64736
7.15,1597.38766,127.20437,-34.64736
7.16,1597.38766,126.84346,-34.64736
7.17,1606.73851,126.48255,-36.28786
7.18,1606.73851,126.12164,-36.28786
7.19,1606.73851,125.76073,-34.64736
7.2,1606.73851,125.39982,-34.64736
7.21,1606.73851,125.03891,-41.24217
7.22,1617.23771,124.64519,-39.60167
7.23,1617.23771,124.28428,-39.60167
7.24,1617.23771,123.92337,-33.00686
7.25,1617.23771,123.56246,-33.00686
7.26,1617.23771,123.20155,-41.24217
7.27,1620.74838,122.84064,-33.00686
7.28,1620.74838,122.47973,-34.64736
7.29,1620.74838,122.15163,-33.00686
7.3,1620.74838,121.79072,-33.00686
7.31,1620.74838,121.46262,-33.00686
7.32,1627.17914,121.10171,-39.60167
7.33,1627.17914,120.77361,-34.64736
7.34,1627.17914,120.4127,-33.00686
7.35,1627.17914,120.0846,-33.00686
7.36,1627.17914,119.7565,-34.64736
7.37,1629.80394,119.4284,-33.00686
7.38,1629.80394,119.1003,-28.05255
7.38,1629.80394,119.1003,-28.05255
7.39,1629.80394,118.73939,-34.64736
7.4,1629.80394,118.41129,-37.96117
7.41,1629.80394,118.08319,-34.64736
7.42,1640.00785,117.72228,-34.64736
7.43,1640.00785,117.39418,-34.64736
7.44,1640.00785,117.06608,-31.36636
7.45,1640.00785,116.73798,-29.69305
7.46,1640.00785,116.40988,-31.36636
7.47,1643.51852,116.08178,-31.36636
7.48,1643.51852,115.78649,-36.28786
7.49,1643.51852,115.45839,-29.69305
7.5,1643.51852,115.13029,-34.64736
7.51,1643.51852,114.80219,-33.00686
7.52,1641.4843,114.47409,-33.00686
7.53,1641.4843,114.14599,-28.05255
7.54,1641.4843,113.81789,-33.00686
7.55,1641.4843,113.45698,-37.96117
7.56,1641.4843,113.12888,-34.64736
7.57,1652.86937,112.80078,-36.28786
7.58,1652.86937,112.43987,-31.36636
7.59,1652.86937,112.11177,-34.64736
7.6,1652.86937,111.78367,-31.36636
7.61,1652.86937,111.45557,-31.36636
7.62,1652.86937,111.12747,-36.28786
7.63,1652.86937,110.79937,-29.69305
7.64,1652.86937,110.43846,-37.96117
7.65,1652.86937,110.11036,-31.36636
7.66,1652.86937,109.78226,-33.00686
7.67,1658.41426,109.42135,-31.36636
7.68,1658.41426,109.09325,-41.24217
7.69,1658.41426,108.73234,-33.00686
7.7,1658.41426,108.40424,-34.64736
7.7,1658.41426,108.40424,-34.64736
7.71,1658.41426,108.07614,-31.36636
7.72,1668.35569,107.71523,-34.64736
7.73,1668.35569,107.38713,-33.00686
7.74,1668.35569,107.02622,-33.00686
7.75,1668.35569,106.69812,-39.60167
7.76,1668.35569,106.33721,-37.96117
7.77,1670.42272,105.9763,-31.36636
7.78,1670.42272,105.6482,-34.64736
7.79,1670.42272,105.28729,-36.28786
7.8,1670.42272,104.95919,-33.00686
7.81,1670.42272,104.63109,-29.69305
7.82,1678.59241,104.27018,-34.64736
7.83,1678.59241,103.94208,-34.64736
7.84,1678.59241,103.61398,-31.36636
7.85,1678.59241,103.25307,-37.96117
7.86,1678.59241,102.89216,-39.60167
7.86,1678.59241,102.89216,-39.60167
7.86,1678.59241,102.89216,-39.60167
7.86,1678.59241,102.89216,-39.60167
7.86,1678.59241,102.89216,-39.60167
7.86,1678.59241,102.89216,-39.60167
7.87,1685.31846,102.53125,-34.64736
7.88,1685.31846,102.20315,-33.00686
7.89,1685.31846,101.87505,-29.69305
7.9,1685.31846,101.51414,-36.28786
7.91,1685.31846,101.18604,-34.64736
7.92,1687.97607,100.85794,-31.36636
7.93,1687.97607,100.52984,-34.64736
7.94,1687.97607,100.16893,-36.28786
7.95,1687.97607,99.84083,-29.69305
7.96,1687.97607,99.51273,-33.00686
7.97,1689.715,99.18463,-31.36636
7.98,1689.715,98.85653,-34.64736
7.99,1689.715,98.52843,-36.28786
8,1689.715,98.16752,-34.64736
8.01,1689.715,97.83942,-31.36636
8.02,1692.3398,97.51132,-33.00686
8.02,1692.3398,97.51132,-33.00686
8.03,1692.3398,97.18322,-33.00686
8.04,1692.3398,96.85512,-29.69305
8.05,1692.3398,96.52702,-34.64736
8.06,1692.3398,96.19892,-34.64736
8.07,1699.06585,95.87082,-29.69305
8.08,1699.06585,95.54272,-33.00686
8.09,1699.06585,95.21462,-36.28786
8.1,1699.06585,94.91933,-28.05255
8.11,1699.06585,94.59123,-33.00686
8.12,1699.95172,94.26313,-33.00686
8.13,1699.95172,93.93503,-29.69305
8.14,1699.95172,93.60693,-34.64736
8.15,1699.95172,93.27883,-33.00686
8.16,1699.95172,92.98354,-28.05255
8.17,1706.67777,92.62263,-36.28786
8.18,1706.67777,92.29453,-34.64736
8.19,1706.67777,91.96643,-33.00686
8.2,1706.67777,91.63833,-34.64736
8.21,1706.67777,91.27742,-33.00686
8.22,1715.17556,90.94932,-34.64736
8.23,1715.17556,90.58841,-37.96117
8.24,1715.17556,90.26031,-29.69305
8.25,1715.17556,89.8994,-34.64736
8.26,1715.17556,89.5713,-36.28786
8.27,1712.55076,89.21039,-34.64736
8.28,1712.55076,88.88229,-34.64736
8.29,1712.55076,88.55419,-33.00686
8.3,1712.55076,88.19328,-33.00686
8.31,1712.55076,87.86518,-31.36636
8.32,1717.80036,87.53708,-33.00686
8.33,1717.80036,87.20898,-36.28786
8.34,1717.80036,86.88088,-31.36636
8.34,1717.80036,86.88088,-31.36636
8.35,1717.80036,86.51997,-36.28786
8.36,1717.80036,86.19187,-33.00686
8.37,1720.16268,85.86377,-34.64736
8.38,1720.16268,85.53567,-28.05255
8.39,1720.16268,85.20757,-31.36636
8.4,1720.16268,84.87947,-37.96117
8.41,1720.16268,84.58418,-29.69305
8.42,1721.60632,84.25608,-33.00686
8.43,1721.60632,83.92798,-29.69305
8.44,1721.60632,83.59988,-36.28786
8.45,1721.60632,83.23897,-33.00686
8.46,1721.60632,82.91087,-33.00686
8.47,1725.41228,82.58277,-34.64736
8.48,1725.41228,82.22186,-36.28786
8.49,1725.41228,81.89376,-33.00686
8.5,1725.41228,81.53285,-36.28786
8.51,1725.41228,81.20475,-33.00686
8.52,1733.31949,80.87665,-36.28786
8.53,1733.31949,80.54855,-28.05255
8.54,1733.31949,80.22045,-28.05255
8.55,1733.31949,79.89235,-33.00686
8.56,1733.31949,79.56425,-33.00686
8.57,1726.59344,79.23615,-37.96117
8.58,1726.59344,78.90805,-34.64736
8.59,1726.59344,78.57995,-31.36636
8.6,1726.59344,78.21904,-34.64736
8.61,1726.59344,77.89094,-33.00686
8.62,1738.6019,77.56284,-33.00686
8.63,1738.6019,77.23474,-29.69305
8.64,1738.6019,76.90664,-34.64736
8.65,1738.6019,76.54573,-36.28786
8.66,1738.6019,76.21763,-36.28786
8.66,1738.6019,76.21763,-36.28786
8.67,1742.11257,75.85672,-33.00686
8.68,1742.11257,75.52862,-33.00686
8.69,1742.11257,75.20052,-34.64736
8.7,1742.11257,74.83961,-33.00686
8.71,1742.11257,74.51151,-36.28786
8.72,1738.01132,74.18341,-29.69305
8.73,1738.01132,73.85531,-31.36636
8.74,1738.01132,73.52721,-34.64736
8.75,1738.01132,73.19911,-31.36636
8.76,1738.01132,72.87101,-34.64736
8.77,1748.28085,72.54291,-34.64736
8.78,1748.28085,72.21481,-33.00686
8.79,1748.28085,71.88671,-29.69305
8.8,1748.28085,71.55861,-34.64736
8.81,1748.28085,71.1977,-34.64736
8.82,1750.61036,70.8696,-33.00686
8.83,1750.61036,70.5415,-34.64736
8.84,1750.61036,70.18059,-34.64736
8.85,1750.61036,69.85249,-33.00686
8.86,1750.61036,69.49158,-37.96117
8.86,1750.61036,69.49158,-37.96117
8.86,1750.61036,69.49158,-37.96117
8.86,1750.61036,69.49158,-37.96117
8.86,1750.61036,69.49158,-37.96117
8.86,1750.61036,69.49158,-37.96117
8.87,1760.28931,69.13067,-33.00686
8.88,1760.28931,68.80257,-39.60167
8.89,1760.28931,68.44166,-31.36636
8.9,1760.28931,68.11356,-34.64736
8.91,1760.28931,67.75265,-34.64736
8.92,1759.99402,67.42455,-29.69305
8.93,1759.99402,67.12926,-34.64736
8.94,1759.99402,66.80116,-28.05255
8.95,1759.99402,66.47306,-34.64736
8.96,1759.99402,66.17777,-29.69305
8.97,1757.36922,65.84967,-33.00686
8.98,1757.36922,65.55438,-29.69305
8.98,1757.36922,65.55438,-29.69305
8.99,1757.36922,65.22628,-29.69305
9,1757.36922,64.93099,-29.69305
9.01,1757.36922,64.6357,-28.05255
9.02,1761.47047,64.34041,-34.64736
9.03,1761.47047,64.01231,-29.69305
9.04,1761.47047,63.71702,-33.00686
9.05,1761.47047,63.38892,-29.69305
9.06,1761.47047,63.09363,-26.41205
9.07,1761.47047,62.76553,-36.28786
9.08,1761.47047,62.43743,-34.64736
9.09,1761.47047,62.10933,-34.64736
9.1,1761.47047,61.78123,-33.00686
9.11,1761.47047,61.45313,-33.00686
9.12,1767.90123,61.12503,-29.69305
9.13,1767.90123,60.79693,-31.36636
9.14,1767.90123,60.46883,-33.00686
9.15,1767.90123,60.14073,-34.64736
9.16,1767.90123,59.81263,-31.36636
9.17,1765.86701,59.48453,-36.28786
9.18,1765.86701,59.15643,-33.00686
9.19,1765.86701,58.82833,-29.69305
9.2,1765.86701,58.50023,-34.64736
9.21,1765.86701,58.17213,-31.36636
9.22,1773.77422,57.81122,-33.00686
9.23,1773.77422,57.48312,-37.96117
9.24,1773.77422,57.15502,-29.69305
9.25,1773.77422,56.82692,-34.64736
9.26,1773.77422,56.46601,-34.64736
9.27,1774.3648,56.13791,-36.28786
9.28,1774.3648,55.80981,-33.00686
9.29,1774.3648,55.4489,-33.00686
9.3,1774.3648,55.1208,-33.00686
9.3,1774.3648,55.1208,-33.00686
9.31,1774.3648,54.7927,-29.69305
9.32,1783.45317,54.49741,-34.64736
9.33,1783.45317,54.16931,-29.69305
9.34,1783.45317,53.84121,-34.64736
9.35,1783.45317,53.51311,-33.00686
9.36,1783.45317,53.21782,-28.05255
9.37,1781.71424,52.88972,-29.69305
9.38,1781.71424,52.56162,-29.69305
9.39,1781.71424,52.23352,-39.60167
9.4,1781.71424,51.90542,-34.64736
9.41,1781.71424,51.57732,-34.64736
9.42,1779.05663,51.21641,-31.36636
9.43,1779.05663,50.88831,-34.64736
9.44,1779.05663,50.5274,-34.64736
9.45,1779.05663,50.1993,-34.64736
9.46,1779.05663,49.8712,-33.00686
9.47,1788.44029,49.5431,-31.36636
9.48,1788.44029,49.215,-34.64736
9.49,1788.44029,48.8869,-34.64736
9.5,1788.44029,48.5588,-26.41205
9.51,1788.44029,48.19789,-34.64736
9.52,1786.99665,47.86979,-37.96117
9.53,1786.99665,47.54169,-34.64736
9.54,1786.99665,47.18078,-33.00686
9.55,1786.99665,46.85268,-34.64736
9.56,1786.99665,46.49177,-33.00686
9.57,1788.44029,46.16367,-36.28786
9.58,1788.44029,45.80276,-34.64736
9.59,1788.44029,45.47466,-36.28786
9.6,1788.44029,45.14656,-31.36636
9.61,1788.44029,44.81846,-31.36636
9.62,1791.39319,44.49036,-31.36636
9.62,1791.39319,44.49036,-31.36636
9.63,1791.39319,44.16226,-33.00686
9.64,1791.39319,43.86697,-31.36636
9.65,1791.39319,43.53887,-31.36636
9.66,1791.39319,43.24358,-24.73874
9.67,1796.97089,42.91548,-29.69305
9.68,1796.97089,42.58738,-41.24217
9.69,1796.97089,42.25928,-33.00686
9.7,1796.97089,41.93118,-33.00686
9.71,1796.97089,41.63589,-28.05255
9.72,1791.98377,41.30779,-33.00686
9.73,1791.98377,40.97969,-29.69305
9.74,1791.98377,40.65159,-31.36636
9.75,1791.98377,40.32349,-36.28786
9.76,1791.98377,39.99539,-36.28786
9.77,1794.01799,39.63448,-36.28786
9.78,1794.01799,39.30638,-29.69305
9.79,1794.01799,38.97828,-36.28786
9.8,1794.01799,38.65018,-29.69305
9.81,1794.01799,38.28927,-33.00686
9.82,1796.08502,37.96117,-39.60167
9.83,1796.08502,37.63307,-31.36636
9.84,1796.08502,37.30497,-29.69305
9.85,1796.08502,36.94406,-37.96117
9.86,1796.08502,36.61596,-31.36636
9.87,1795.49444,36.28786,-33.00686
9.87,1795.49444,36.28786,-33.00686
9.87,1795.49444,36.28786,-33.00686
9.87,1795.49444,36.28786,-33.00686
9.87,1795.49444,36.28786,-33.00686
9.87,1795.49444,36.28786,-33.00686
9.88,1795.49444,35.95976,-34.64736
9.89,1795.49444,35.63166,-31.36636
9.9,1795.49444,35.33637,-29.69305
9.91,1795.49444,35.00827,-31.36636
9.92,1799.00511,34.71298,-31.36636
9.93,1799.00511,34.38488,-28.05255
9.94,1799.00511,34.08959,-33.00686
9.94,1799.00511,34.08959,-33.00686
9.95,1799.00511,33.76149,-33.00686
9.96,1799.00511,33.4662,-31.36636
9.97,1802.2533,33.1381,-31.36636
9.98,1802.2533,32.81,-31.36636
9.99,1802.2533,32.4819,-33.00686
10,1802.2533,32.18661,-33.00686
10.01,1802.2533,31.85851,-31.36636
10.02,1799.00511,31.53041,-29.69305
10.03,1799.00511,31.20231,-36.28786
10.04,1799.00511,30.87421,-33.00686
10.05,1799.00511,30.54611,-33.00686
10.06,1799.00511,30.21801,-29.69305
10.07,1807.24042,29.88991,-39.60167
10.08,1807.24042,29.56181,-29.69305
10.09,1807.24042,29.23371,-29.69305
10.1,1807.24042,28.90561,-29.69305
10.11,1807.24042,28.61032,-34.64736
10.12,1804.58281,28.28222,-33.00686
10.13,1804.58281,27.95412,-31.36636
10.14,1804.58281,27.62602,-34.64736
10.15,1804.58281,27.26511,-33.00686
10.16,1804.58281,26.93701,-33.00686
10.17,1801.95801,26.60891,-34.64736
10.18,1801.95801,26.28081,-37.96117
10.19,1801.95801,25.95271,-29.69305
10.2,1801.95801,25.62461,-29.69305
10.21,1801.95801,25.29651,-31.36636
10.22,1800.48156,25.00122,-33.00686
10.23,1800.48156,24.67312,-31.36636
10.24,1800.48156,24.37783,-26.41205
10.25,1800.48156,24.04973,-34.64736
10.26,1800.48156,23.72163,-37.96117
10.26,1800.48156,23.72163,-37.96117
10.27,1807.24042,23.39353,-29.69305
10.28,1807.24042,23.06543,-33.00686
10.29,1807.24042,22.70452,-34.64736
10.3,1807.24042,22.37642,-33.00686
10.31,1807.24042,22.04832,-34.64736
10.32,1805.76397,21.68741,-34.64736
10.33,1805.76397,21.35931,-31.36636
10.34,1805.76397,21.03121,-39.60167
10.35,1805.76397,20.73592,-26.41205
10.36,1805.76397,20.40782,-24.73874
10.37,1807.24042,20.11253,-33.00686
10.38,1807.24042,19.81724,-31.36636
10.39,1807.24042,19.48914,-31.36636
10.4,1807.24042,19.19385,-33.00686
10.41,1807.24042,18.86575,-29.69305
10.42,1805.17339,18.53765,-37.96117
10.43,1805.17339,18.20955,-28.05255
10.44,1805.17339,17.88145,-33.00686
10.45,1805.17339,17.55335,-33.00686
10.46,1805.17339,17.22525,-33.00686
10.47,1806.64984,16.89715,-36.28786
10.48,1806.64984,16.56905,-33.00686
10.49,1806.64984,16.20814,-31.36636
10.5,1806.64984,15.91285,-34.64736
10.51,1806.64984,15.55194,-31.36636
10.52,1803.99223,15.12541,-33.00686
10.53,1803.99223,14.46921,-24.73874
10.54,1803.99223,13.35367,-26.41205
10.55,1803.99223,11.8116,-198.00835
10.56,1803.99223,10.23672,-509.8674
10.56,1803.99223,10.23672,-509.8674
10.57,1803.99223,21.22807,-118.80501
10.58,1803.99223,21.22807,-118.80501
10.67,1842.77365,17.91426,-33.00686
10.77,1851.30425,14.40359,19.78443
10.85,1851.30425,14.40359,19.78443
10.85,1851.30425,14.40359,19.78443
10.85,1851.30425,14.40359,19.78443
10.85,1851.30425,14.40359,19.78443
10.85,1851.30425,14.40359,19.78443
10.87,1842.77365,10.79449,-8.23531
10.9,1842.77365,10.79449,-8.23531
10.97,1840.70662,7.02134,-33.00686
11.07,1844.84068,3.14976,-29.69305
11.17,1840.11604,-0.75463,-34.64736
11.22,1840.11604,-0.75463,-34.64736
11.27,1838.6724,-4.5934,-39.60167
11.37,1835.12892,-8.30093,-33.00686
11.47,1835.42421,-11.87722,-56.1051
11.54,1835.42421,-11.87722,-56.1051
11.57,1836.60537,-15.32227,-16.50343
11.67,1824.85939,-18.40641,-39.60167
11.77,1829.55122,-21.19526,-47.83698
11.86,1829.55122,-21.19526,-47.83698
11.86,1829.55122,-21.19526,-47.83698
11.86,1829.55122,-21.19526,-47.83698
11.86,1829.55122,-21.19526,-47.83698
11.86,1829.55122,-21.19526,-47.83698
11.86,1829.55122,-21.19526,-47.83698
11.87,1831.32296,-23.65601,-107.25589
11.97,1822.49707,-25.75585,-62.69991
12.07,1806.94513,-27.59321,34.64736
12.17,1803.10636,-29.13528,-3.31381
12.18,1803.10636,-29.13528,-3.31381
12.27,1790.50732,-30.31644,-23.09824
12.37,1791.39319,-31.23512,-37.96117
12.47,1786.99665,-31.8257,-39.60167
12.5,1786.99665,-31.8257,-39.60167
12.57,1797.82395,-32.21942,-9.90862
12.67,1805.17339,-32.25223,-4.95431
12.77,1796.38031,-32.18661,-11.54912
12.82,1796.38031,-32.18661,-11.54912
12.84,1796.38031,-32.18661,-11.54912
12.84,1796.38031,-32.18661,-11.54912
12.84,1796.38031,-32.18661,-11.54912
12.84,1796.38031,-32.18661,-11.54912
12.84,1796.38031,-32.18661,-11.54912
12.87,1799.00511,-32.02256,-18.14393
12.97,1782.86259,-31.76008,-11.54912
13.07,1782.00953,-31.43198,-1.6405
13.14,1782.00953,-31.43198,-1.6405
13.17,1772.03529,-31.03826,-3.31381
13.27,1771.44471,-30.54611,-13.18962
13.37,1769.08239,-29.95553,-28.05255
13.46,1769.08239,-29.95553,-28.05255
13.47,1762.06105,-29.29933,-8.23531
13.57,1754.12103,-28.70875,-4.95431
13.67,1768.49181,-28.08536,6.59481
13.77,1763.2094,-27.46197,0
13.78,1763.2094,-27.46197,0
13.86,1763.2094,-27.46197,0
13.86,1763.2094,-27.46197,0
13.86,1763.2094,-27.46197,0
13.86,1763.2094,-27.46197,0
13.86,1763.2094,-27.46197,0
13.87,1758.81286,-26.87139,1.6405
13.97,1754.71161,-26.41205,-9.90862
14.07,1741.52199,-26.05114,0
14.1,1741.52199,-26.05114,0
14.17,1738.30661,-25.82147,6.59481
14.27,1740.96422,-25.62461,-6.59481
14.37,1738.01132,-25.42775,-11.54912
14.42,1738.01132,-25.42775,-11.54912
14.47,1742.70315,-25.29651,0
14.57,1735.68181,-25.16527,9.90862
14.67,1733.91007,-25.06684,9.90862
14.74,1733.91007,-25.06684,9.90862
14.77,1726.29815,-25.09965,-6.59481
14.87,1736.56768,-25.23089,-3.31381
14.87,1736.56768,-25.23089,-3.31381
14.87,1736.56768,-25.23089,-3.31381
14.87,1736.56768,-25.23089,-3.31381
14.87,1736.56768,-25.23089,-3.31381
14.87,1736.56768,-25.23089,-3.31381
14.97,1735.9771,-25.52618,-9.90862
15.06,1735.9771,-25.52618,-9.90862
15.07,1729.21824,-25.75585,-3.31381
15.17,1731.87585,-26.08395,4.95431
15.27,1732.46643,-26.37924,-11.54912
15.37,1731.28527,-26.64172,-9.90862
15.38,1731.28527,-26.64172,-9.90862
15.47,1723.37806,-26.9042,-13.18962
15.57,1707.85893,-27.13387,-6.59481
15.67,1709.33538,-27.2323,-8.23531
15.7,1709.33538,-27.2323,-8.23531
15.77,1703.75768,-27.36354,-9.90862
15.86,1703.75768,-27.36354,-9.90862
15.86,1703.75768,-27.36354,-9.90862
15.86,1703.75768,-27.36354,-9.90862
15.86,1703.75768,-27.36354,-9.90862
15.86,1703.75768,-27.36354,-9.90862
15.87,1694.99741,-27.49478,-8.23531
15.97,1687.68078,-27.65883,-1.6405
16.02,1687.68078,-27.65883,-1.6405
16.07,1686.79491,-27.8885,-9.90862
16.17,1683.57953,-28.08536,0
16.27,1692.04451,-28.18379,4.95431
16.34,1692.04451,-28.18379,4.95431
16.37,1696.44105,-28.31503,4.95431
16.47,1696.14576,-28.38065,9.90862
16.57,1691.74922,-28.51189,3.31381
16.66,1691.74922,-28.51189,3.31381
16.67,1692.93038,-28.67594,3.31381
16.77,1685.31846,-28.90561,9.90862
16.86,1685.31846,-28.90561,9.90862
16.86,1685.31846,-28.90561,9.90862
16.86,1685.31846,-28.90561,9.90862
16.86,1685.31846,-28.90561,9.90862
16.86,1685.31846,-28.90561,9.90862
16.87,1677.44406,-29.06966,4.95431
16.97,1667.20734,-29.29933,1.6405
16.98,1667.20734,-29.29933,1.6405
17.07,1679.77357,-29.56181,3.31381
17.17,1667.79792,-29.79148,0
17.27,1663.10609,-29.92272,0
17.3,1663.10609,-29.92272,0
17.37,1661.62964,-30.02115,-3.31381
17.47,1661.07187,-30.02115,-1.6405
17.57,1657.5612,-30.02115,3.31381
17.62,1657.5612,-30.02115,3.31381
17.67,1650.53986,-29.88991,1.6405
17.77,1644.99497,-29.66024,8.23531
17.87,1641.4843,-29.33214,0
17.87,1641.4843,-29.33214,0
17.87,1641.4843,-29.33214,0
17.87,1641.4843,-29.33214,0
17.87,1641.4843,-29.33214,0
17.87,1641.4843,-29.33214,0
17.94,1641.4843,-29.33214,0
17.97,1638.26892,-28.93842,-3.31381
18.07,1630.09923,-28.44627,-4.95431
18.17,1634.16767,-27.8885,1.6405
18.26,1634.16767,-27.8885,1.6405
18.27,1640.00785,-27.2323,1.6405
18.37,1633.6099,-26.54329,-8.23531
18.47,1634.75825,-25.88709,-6.59481
18.57,1627.76972,-25.32932,0
18.58,1627.76972,-25.32932,0
18.67,1623.96376,-24.86998,-4.95431
18.77,1618.71416,-24.54188,3.31381
18.87,1614.02233,-24.34502,-6.59481
18.88,1614.02233,-24.34502,-6.59481
18.88,1614.02233,-24.34502,-6.59481
18.88,1614.02233,-24.34502,-6.59481
