# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²)
1.331,126.146,189.96,145.541
1.381,135.829,197.351,147.407
1.431,145.884,204.839,149.409
1.481,156.316,212.431,151.622
1.531,167.13,220.14,154.102
1.581,178.333,227.977,156.828
1.631,189.932,235.958,159.876
1.681,201.933,244.1,163.223
1.731,214.346,252.415,166.799
1.781,227.178,260.895,170.139
1.831,240.437,269.473,172.09
1.881,254.127,278.141,173.831
1.931,268.253,286.891,175.39
1.981,282.818,295.713,176.671
2.031,297.825,304.59,177.607
2.077,312.012,312.785,178.169
2.124,326.93,321.192,178.328
2.174,343.213,330.122,178.089
2.224,359.942,339.033,177.546
2.274,377.116,347.891,176.409
2.324,394.727,356.561,172.694
2.374,412.767,365.029,168.834
2.42,429.5,372.557,165.695
2.46,444.839,379.221,163.355
2.503,461.26,386.143,161.559
2.553,480.766,394.118,159.954
2.603,500.669,402.005,158.274
2.653,520.964,409.806,156.447
2.703,541.647,417.506,154.191
2.747,559.896,424.08,151.549
2.786,576.851,430.009,149.047
2.831,596.127,436.55,146.464
2.881,618.135,443.749,143.154
2.931,640.499,450.771,139.624
2.981,663.209,457.622,136.395
3.026,683.843,463.618,133.634
3.065,702.365,468.788,130.228
3.111,723.853,474.569,127.174
3.161,747.736,480.75,124.039
3.211,771.924,486.761,120.572
3.261,796.407,492.587,116.548
3.303,817.101,497.291,112.322
3.346,838.867,502.011,107.809
3.396,864.097,507.171,102.367
3.446,889.577,512.039,96.623
3.496,915.294,516.629,91.375
3.541,938.211,520.256,82.154
3.587,962.399,523.336,66.665
3.637,988.629,525.847,50.522
3.687,1014.963,527.511,33.608
3.737,1041.358,528.317,16.188
3.784,1066.132,528.338,0.324
3.834,1092.535,527.784,-11.503
3.884,1118.896,526.627,-23.494
3.934,1145.183,524.877,-35.143
3.984,1171.369,522.56,-46.172
4,1179.815,521.694,-53.406
4.024,1192.457,520.359,-54.826
4.061,1211.359,518.377,-54.116
4.111,1237.211,515.697,-53.137
4.161,1262.93,513.062,-52.388
4.211,1288.518,510.453,-52.056
4.261,1313.975,507.85,-52.137
4.311,1339.302,505.236,-52.46
4.361,1364.498,502.603,-52.777
4.411,1389.563,499.96,-52.845
4.461,1414.495,497.323,-52.53
4.511,1439.295,494.711,-51.885
4.561,1463.966,492.137,-51.111
4.611,1488.51,489.6,-50.424
4.661,1512.927,487.092,-49.986
4.711,1537.219,484.598,-49.857
4.761,1561.387,482.103,-49.979
4.811,1585.429,479.598,-50.203
4.861,1609.346,477.082,-50.362
4.911,1633.137,474.564,-50.308
4.961,1656.803,472.055,-49.985
5.011,1680.343,469.568,-49.454
5.061,1703.76,467.111,-48.851
5.111,1727.055,464.683,-48.319
5.161,1750.229,462.277,-47.964
5.211,1773.283,459.884,-47.827
5.261,1796.217,457.492,-47.873
5.311,1819.032,455.095,-48.006
5.361,1841.727,452.691,-48.115
5.411,1864.301,450.284,-48.095
5.461,1886.755,447.884,-47.893
5.511,1909.09,445.498,-47.522
5.561,1931.305,443.133,-47.059
5.611,1953.403,440.792,-46.601
5.661,1975.385,438.472,-46.233
5.711,1997.251,436.167,-46.008
5.761,2019.002,433.869,-45.933
5.811,2040.638,431.572,-45.968
5.861,2062.159,429.272,-46.044
5.911,2083.565,426.968,-46.086
5.961,2104.856,424.664,-46.031
6.011,2126.031,422.366,-45.848
6.061,2147.092,420.081,-45.55
6.111,2168.04,417.813,-45.187
6.161,2188.874,415.563,-44.822
6.211,2209.596,413.33,-44.513
6.261,2230.207,411.11,-44.299
6.311,2250.707,408.899,-44.191
6.361,2271.097,406.69,-44.172
6.411,2291.376,404.48,-44.2
6.461,2311.545,402.269,-44.225
6.511,2331.603,400.058,-44.204
6.561,2351.551,397.85,-44.103
6.611,2371.388,395.649,-43.914
6.661,2391.116,393.46,-43.656
6.711,2410.735,391.284,-43.365
6.761,2430.245,389.123,-43.081
6.811,2449.647,386.976,-42.84
6.861,2468.942,384.839,-42.667
6.911,2488.131,382.708,-42.567
6.961,2507.213,380.581,-42.528
7.011,2526.189,378.455,-42.526
7.061,2545.059,376.328,-42.528
7.111,2563.822,374.202,-42.505
7.161,2582.479,372.078,-42.431
7.211,2601.03,369.96,-42.299
7.261,2619.475,367.849,-42.113
7.311,2637.815,365.749,-41.891
7.361,2656.05,363.66,-41.66
7.411,2674.181,361.583,-41.443
7.461,2692.209,359.516,-41.263
7.511,2710.133,357.456,-41.13
7.561,2727.954,355.402,-41.047
7.611,2745.673,353.351,-41.005
7.661,2763.289,351.301,-40.986
7.711,2780.803,349.252,-40.97
7.761,2798.215,347.204,-40.939
7.811,2815.524,345.158,-40.877
7.861,2832.731,343.117,-40.775
7.911,2849.835,341.081,-40.636
7.961,2866.839,339.054,-40.468
8.011,2883.741,337.035,-40.285
8.061,2900.542,335.025,-40.105
8.111,2917.244,333.024,-39.942
8.161,2933.845,331.031,-39.806
8.211,2950.347,329.043,-39.705
8.261,2966.749,327.06,-39.635
8.311,2983.053,325.079,-39.592
8.361,2999.257,323.1,-39.563
8.411,3015.363,321.123,-39.537
8.461,3031.37,319.147,-39.501
8.511,3047.278,317.173,-39.446
8.561,3063.087,315.202,-39.366
8.611,3078.798,313.237,-39.261
8.661,3094.411,311.277,-39.134
8.711,3109.926,309.324,-38.994
8.761,3125.343,307.378,-38.849
8.811,3140.664,305.439,-38.71
8.861,3155.887,303.506,-38.584
8.911,3171.014,301.58,-38.479
8.961,3186.045,299.658,-38.395
9.011,3200.98,297.74,-38.334
9.061,3215.819,295.825,-38.289
9.111,3230.563,293.911,-38.254
9.161,3245.21,291.999,-38.223
9.211,3259.763,290.089,-38.188
9.261,3274.219,288.18,-38.141
9.311,3288.581,286.275,-38.08
9.361,3302.847,284.373,-38.003
9.411,3317.018,282.475,-37.909
9.461,3331.094,280.582,-37.804
9.511,3345.076,278.695,-37.692
9.561,3358.964,276.813,-37.578
9.611,3372.758,274.937,-37.469
9.661,3386.458,273.066,-37.369
9.711,3400.064,271.2,-37.281
9.761,3413.578,269.337,-37.209
9.811,3426.998,267.479,-37.15
9.861,3440.326,265.622,-37.103
9.911,3453.56,263.768,-37.065
9.961,3466.703,261.916,-37.032
10.011,3479.752,260.065,-36.998
10.061,3492.709,258.216,-36.961
10.111,3505.574,256.369,-36.916
10.161,3518.346,254.524,-36.861
10.211,3531.026,252.683,-36.797
10.261,3543.614,250.845,-36.722
10.311,3556.111,249.011,-36.64
10.361,3568.516,247.181,-36.553
10.411,3580.829,245.356,-36.464
10.461,3593.051,243.535,-36.376
10.511,3605.182,241.718,-36.293
10.561,3617.223,239.905,-36.217
10.611,3629.173,238.096,-36.15
10.661,3641.033,236.29,-36.092
10.711,3652.802,234.487,-36.042
10.761,3664.481,232.686,-36
10.811,3676.071,230.887,-35.964
10.861,3687.57,229.089,-35.931
10.911,3698.98,227.293,-35.899
10.961,3710.299,225.499,-35.866
11.011,3721.53,223.707,-35.829
11.061,3732.67,221.916,-35.787
11.111,3743.721,220.128,-35.74
11.161,3754.683,218.343,-35.686
11.211,3765.556,216.56,-35.626
11.261,3776.339,214.78,-35.562
11.311,3787.034,213.004,-35.494
11.361,3797.639,211.231,-35.426
11.411,3808.157,209.461,-35.357
11.461,3818.586,207.695,-35.291
11.511,3828.926,205.932,-35.229
11.561,3839.179,204.172,-35.171
11.611,3849.343,202.415,-35.119
11.661,3859.42,200.66,-35.073
11.711,3869.41,198.907,-35.031
11.761,3879.311,197.157,-34.995
11.811,3889.125,195.408,-34.962
11.861,3898.852,193.66,-34.932
11.911,3908.491,191.915,-34.903
11.961,3918.043,190.17,-34.874
12.011,3927.508,188.427,-34.843
12.061,3936.886,186.686,-34.811
12.111,3946.177,184.946,-34.775
12.161,3955.381,183.208,-34.737
12.211,3964.498,181.473,-34.694
12.261,3973.528,179.739,-34.649
12.311,3982.472,178.008,-34.601
12.361,3991.329,176.279,-34.55
12.411,4000.1,174.553,-34.499
12.461,4008.784,172.829,-34.447
12.511,4017.383,171.108,-34.396
12.561,4025.895,169.39,-34.346
12.611,4034.322,167.673,-34.298
12.661,4042.662,165.96,-34.253
12.711,4050.918,164.248,-34.211
12.761,4059.087,162.538,-34.173
12.811,4067.172,160.831,-34.138
12.861,4075.17,159.125,-34.105
12.911,4083.084,157.42,-34.076
12.961,4090.912,155.717,-34.049
13.011,4098.656,154.015,-34.023
13.061,4106.314,152.315,-33.998
13.111,4113.887,150.615,-33.973
13.161,4121.376,148.917,-33.948
13.211,4128.779,147.221,-33.923
13.261,4136.098,145.525,-33.896
13.311,4143.332,143.831,-33.867
13.361,4150.481,142.138,-33.837
13.411,4157.545,140.447,-33.805
13.461,4164.526,138.758,-33.771
13.511,4171.421,137.07,-33.736
13.561,4178.233,135.384,-33.699
13.611,4184.96,133.7,-33.662
13.661,4191.603,132.018,-33.624
13.711,4198.162,130.338,-33.587
13.761,4204.636,128.66,-33.549
13.811,4211.028,126.983,-33.513
13.861,4217.335,125.308,-33.478
13.911,4223.558,123.635,-33.444
13.961,4229.698,121.964,-33.412
14.011,4235.755,120.294,-33.381
14.061,4241.728,118.626,-33.353
14.111,4247.617,116.959,-33.326
14.161,4253.424,115.293,-33.301
14.211,4259.147,113.629,-33.278
14.261,4264.787,111.965,-33.256
14.311,4270.343,110.303,-33.235
14.361,4275.817,108.642,-33.215
14.411,4281.207,106.981,-33.195
14.461,4286.515,105.322,-33.176
14.511,4291.74,103.664,-33.157
14.561,4296.881,102.006,-33.137
14.611,4301.94,100.35,-33.117
14.661,4306.916,98.695,-33.096
14.711,4311.81,97.041,-33.074
14.761,4316.621,95.387,-33.052
14.811,4321.349,93.735,-33.029
14.861,4325.994,92.084,-33.005
14.911,4330.557,90.435,-32.98
14.961,4335.038,88.786,-32.955
15.011,4339.436,87.139,-32.93
15.061,4343.752,85.494,-32.904
15.111,4347.985,83.849,-32.878
15.161,4352.136,82.206,-32.852
15.211,4356.206,80.564,-32.826
15.261,4360.193,78.923,-32.801
15.311,4364.098,77.284,-32.777
15.361,4367.921,75.645,-32.753
15.411,4371.663,74.008,-32.73
15.461,4375.322,72.372,-32.708
15.511,4378.9,70.738,-32.687
15.561,4382.396,69.104,-32.667
15.611,4385.81,67.471,-32.648
15.661,4389.143,65.839,-32.631
15.711,4392.394,64.208,-32.614
15.761,4395.564,62.578,-32.598
15.811,4398.652,60.948,-32.582
15.861,4401.659,59.319,-32.568
15.911,4404.584,57.691,-32.554
15.961,4407.428,56.064,-32.54
16.011,4410.19,54.437,-32.527
16.061,4412.871,52.811,-32.514
16.111,4415.471,51.186,-32.5
16.161,4417.99,49.561,-32.487
16.211,4420.427,47.937,-32.474
16.261,4422.784,46.314,-32.46
16.311,4425.059,44.691,-32.446
16.361,4427.253,43.069,-32.432
16.411,4429.366,41.448,-32.418
16.461,4431.398,39.827,-32.403
16.511,4433.349,38.208,-32.387
16.561,4435.218,36.589,-32.372
16.611,4437.007,34.97,-32.356
16.661,4438.716,33.353,-32.34
16.711,4440.343,31.736,-32.324
16.761,4441.889,30.121,-32.308
16.811,4443.355,28.506,-32.292
16.861,4444.74,26.891,-32.277
16.911,4446.044,25.278,-32.261
16.961,4447.268,23.665,-32.246
17.011,4448.411,22.053,-32.231
17.061,4449.473,20.442,-32.216
17.111,4450.455,18.832,-32.202
17.161,4451.356,17.222,-32.188
17.211,4452.177,15.613,-32.175
17.261,4452.917,14.004,-32.162
17.311,4453.577,12.397,-32.15
17.361,4454.157,10.789,-32.139
17.411,4454.656,9.183,-32.128
17.461,4455.075,7.577,-32.118
17.511,4455.414,5.971,-32.108
17.561,4455.672,4.366,-32.098
17.611,4455.851,2.761,-32.089
17.661,4455.949,1.157,-32.08
17.711,4455.966,-0.447,-32.071
17.761,4455.904,-2.05,-32.063
17.764,4455.897,-2.153,-31.596
17.914,4455.221,-6.879,-31.569
18.068,4453.798,-11.571,-30.405
18.244,4451.309,-16.73,-29.334
18.445,4447.377,-22.405,-28.241
18.677,4441.43,-28.716,-27.127
18.951,4432.612,-35.814,-25.973
19.277,4419.619,-43.886,-24.753
19.672,4400.462,-53.134,-23.42
20.153,4372.321,-63.685,-21.899
20.653,4337.969,-73.725,-20.08
21.153,4298.833,-82.816,-18.182
21.653,4255.392,-90.948,-16.265
22.153,4208.124,-98.127,-14.358
22.653,4157.497,-104.38,-12.505
23.153,4103.963,-109.753,-10.748
23.653,4047.946,-114.315,-9.123
24.153,3989.832,-118.142,-7.654
24.653,3929.967,-121.319,-6.353
25.153,3868.655,-123.929,-5.22
25.653,3806.159,-126.053,-4.248
26.153,3742.705,-127.766,-3.425
26.653,3678.48,-129.134,-2.736
27.153,3613.642,-130.216,-2.164
27.653,3548.323,-131.062,-1.693
28.153,3482.628,-131.717,-1.308
28.653,3416.645,-132.214,-0.996
29.153,3350.445,-132.586,-0.742
29.653,3284.085,-132.855,-0.539
30.153,3217.611,-133.042,-0.375
30.653,3151.059,-133.163,-0.24
31.153,3084.462,-133.229,-0.133
31.653,3017.841,-133.253,-0.048
32.153,2951.217,-133.244,0.019
32.653,2884.604,-133.208,0.072
33.153,2818.014,-133.15,0.114
33.653,2751.457,-133.077,0.147
34.153,2684.94,-132.991,0.173
34.653,2618.469,-132.894,0.193
35.153,2552.048,-132.79,0.208
35.653,2485.68,-132.681,0.22
36.153,2419.368,-132.566,0.229
36.653,2353.115,-132.448,0.236
37.153,2286.921,-132.328,0.241
37.653,2220.787,-132.206,0.245
38.153,2154.715,-132.082,0.247
38.653,2088.706,-131.958,0.249
39.153,2022.758,-131.833,0.25
39.653,1956.873,-131.707,0.251
40.153,1891.051,-131.582,0.251
40.653,1825.291,-131.456,0.251
41.153,1759.595,-131.331,0.251
41.653,1693.96,-131.206,0.25
42.153,1628.389,-131.081,0.249
42.653,1562.879,-130.957,0.249
43.153,1497.432,-130.831,0.252
43.653,1432.049,-130.704,0.254
44.153,1366.729,-130.576,0.255
44.653,1301.472,-130.449,0.255
45.153,1236.28,-130.321,0.255
45.653,1171.151,-130.194,0.255
46.153,1106.086,-130.067,0.254
46.653,1041.084,-129.94,0.254
47.153,976.146,-129.813,0.253
47.653,911.271,-129.687,0.252
48.153,846.459,-129.562,0.251
48.653,781.709,-129.437,0.25
49.153,717.022,-129.312,0.249
49.653,652.397,-129.188,0.248
50.153,587.834,-129.065,0.247
50.653,523.332,-128.942,0.246
51.153,458.892,-128.82,0.245
51.154,458.764,-126.489,2330.648
51.155,458.639,-124.243,2245.933
51.156,458.516,-122.077,2165.761
51.157,458.395,-119.987,2089.811
51.158,458.276,-117.97,2017.791
51.159,458.159,-116.02,1949.432
51.16,458.044,-114.136,1884.489
51.161,457.931,-112.313,1822.739
51.162,457.819,-110.549,1763.974
51.163,457.709,-108.841,1708.004
51.164,457.601,-107.186,1654.654
51.165,457.495,-105.583,1603.763
51.166,457.39,-104.027,1555.18
51.167,457.287,-102.519,1508.769
51.168,457.185,-101.054,1464.401
51.169,457.085,-99.632,1421.957
51.17,456.986,-98.251,1381.328
51.171,456.888,-96.909,1342.41
51.172,456.792,-95.603,1305.11
51.173,456.697,-94.334,1269.338
51.174,456.603,-93.099,1235.012
51.175,456.511,-91.897,1202.054
51.176,456.42,-90.727,1170.392
51.177,456.329,-89.587,1139.96
51.178,456.24,-88.476,1110.694
51.179,456.152,-87.393,1082.536
51.18,456.066,-86.338,1055.429
51.181,455.98,-85.309,1029.322
51.182,455.895,-84.305,1004.166
51.183,455.811,-83.325,979.916
51.184,455.728,-82.368,956.528
51.185,455.646,-81.434,933.962
51.186,455.565,-80.522,912.18
51.187,455.485,-79.631,891.146
51.188,455.406,-78.76,870.825
51.189,455.328,-77.909,851.186
51.19,455.25,-77.077,832.199
51.191,455.174,-76.263,813.834
51.192,455.098,-75.467,796.066
51.193,455.023,-74.688,778.868
51.194,454.948,-73.926,762.216
51.195,454.875,-73.18,746.087
51.196,454.802,-72.449,730.46
51.197,454.73,-71.734,715.314
51.198,454.658,-71.033,700.629
51.199,454.588,-70.347,686.387
51.2,454.518,-69.674,672.569
51.201,454.448,-69.015,659.16
51.202,454.38,-68.369,646.144
51.203,454.312,-67.735,633.504
51.204,454.244,-67.114,621.227
51.205,454.177,-66.505,609.299
51.206,454.111,-65.907,597.707
51.207,454.046,-65.321,586.438
51.208,453.981,-64.745,575.48
51.209,453.916,-64.18,564.822
51.21,453.852,-63.626,554.454
51.211,453.789,-63.082,544.364
51.212,453.726,-62.547,534.542
51.213,453.664,-62.022,524.98
51.214,453.602,-61.506,515.669
51.215,453.541,-61,506.598
51.216,453.48,-60.502,497.762
51.217,453.42,-60.013,489.15
51.218,453.36,-59.532,480.756
51.219,453.301,-59.06,472.573
51.22,453.242,-58.595,464.593
51.221,453.184,-58.138,456.809
51.222,453.126,-57.689,449.216
51.223,453.068,-57.247,441.808
51.224,453.011,-56.813,434.577
51.225,452.955,-56.385,427.519
51.226,452.898,-55.964,420.628
51.227,452.843,-55.55,413.899
51.228,452.787,-55.143,407.327
51.229,452.732,-54.742,400.907
51.23,452.678,-54.348,394.634
51.231,452.624,-53.959,388.504
51.232,452.57,-53.577,382.512
51.233,452.516,-53.2,376.655
51.234,452.463,-52.829,370.928
51.235,452.411,-52.464,365.328
51.236,452.358,-52.104,359.85
51.237,452.307,-51.749,354.492
51.238,452.255,-51.4,349.25
51.239,452.204,-51.056,344.12
51.24,452.153,-50.717,339.1
51.241,452.102,-50.383,334.186
51.242,452.052,-50.053,329.375
51.243,452.002,-49.729,324.664
51.244,451.953,-49.409,320.051
51.245,451.903,-49.093,315.533
51.246,451.854,-48.782,311.107
51.247,451.806,-48.475,306.771
51.248,451.758,-48.173,302.523
51.249,451.709,-47.874,298.36
51.25,451.662,-47.58,294.279
51.251,451.614,-47.29,290.279
51.252,451.567,-47.003,286.358
51.253,451.52,-46.721,282.513
51.254,451.474,-46.442,278.742
51.255,451.427,-46.167,275.044
51.256,451.381,-45.896,271.417
51.257,451.336,-45.628,267.859
51.258,451.29,-45.363,264.368
51.259,451.245,-45.103,260.943
51.26,451.2,-44.845,257.581
51.261,451.155,-44.591,254.282
51.262,451.11,-44.336,251.044
51.263,451.065,-44.081,247.823
51.265,451.018,-43.823,244.603
51.266,450.972,-43.565,241.383
51.267,450.924,-43.305,238.165
51.268,450.876,-43.043,234.947
51.269,450.827,-42.78,231.73
51.27,450.778,-42.515,228.514
51.271,450.728,-42.249,225.298
51.273,450.677,-41.981,222.084
51.274,450.625,-41.711,218.87
51.275,450.573,-41.44,215.657
51.276,450.52,-41.167,212.445
51.278,450.466,-40.892,209.235
51.279,450.411,-40.616,206.025
51.28,450.356,-40.338,202.816
51.282,450.3,-40.057,199.608
51.283,450.242,-39.776,196.401
51.285,450.184,-39.492,193.196
51.286,450.125,-39.206,189.991
51.288,450.065,-38.918,186.788
51.289,450.003,-38.628,183.586
51.291,449.941,-38.336,180.385
51.293,449.878,-38.042,177.186
51.294,449.813,-37.746,173.988
51.296,449.748,-37.448,170.791
51.298,449.681,-37.147,167.596
51.3,449.612,-36.844,164.402
51.301,449.543,-36.539,161.21
51.303,449.472,-36.231,158.019
51.305,449.4,-35.921,154.83
51.308,449.326,-35.608,151.643
51.31,449.251,-35.293,148.457
51.312,449.174,-34.975,145.273
51.314,449.095,-34.654,142.092
51.316,449.015,-34.33,138.912
51.319,448.933,-34.004,135.734
51.321,448.849,-33.675,132.558
51.324,448.763,-33.343,129.385
51.327,448.675,-33.007,126.214
51.329,448.584,-32.669,123.046
51.332,448.492,-32.327,119.88
51.335,448.397,-31.982,116.716
51.338,448.299,-31.633,113.556
51.341,448.199,-31.281,110.398
51.345,448.095,-30.926,107.244
51.348,447.989,-30.566,104.092
51.352,447.88,-30.203,100.945
51.355,447.767,-29.835,97.8
51.359,447.651,-29.464,94.66
51.363,447.531,-29.088,91.523
51.368,447.406,-28.708,88.391
51.372,447.278,-28.324,85.264
51.377,447.145,-27.935,82.141
51.382,447.006,-27.541,79.023
51.387,446.863,-27.142,75.911
51.393,446.713,-26.738,72.804
51.399,446.557,-26.328,69.704
51.405,446.395,-25.914,66.61
51.412,446.224,-25.493,63.523
51.419,446.046,-25.067,60.445
51.426,445.859,-24.634,57.374
51.434,445.661,-24.195,54.313
51.443,445.453,-23.75,51.262
51.452,445.233,-23.298,48.221
51.462,444.998,-22.839,45.193
51.473,444.749,-22.373,42.177
51.486,444.481,-21.9,39.177
51.499,444.194,-21.419,36.193
51.514,443.882,-20.931,33.227
51.53,443.544,-20.435,30.282
51.548,443.173,-19.932,27.362
51.569,442.762,-19.422,24.469
51.593,442.304,-18.905,21.609
51.621,441.785,-18.382,18.787
51.654,441.189,-17.856,16.012
51.693,440.491,-17.328,13.294
51.743,439.65,-16.803,10.65
51.806,438.602,-16.29,8.1
51.892,437.222,-15.801,5.681
52.018,435.253,-15.365,3.45
52.233,431.993,-15.04,1.515
52.733,424.487,-14.985,0.111
53.233,416.98,-15.045,-0.12
53.733,409.475,-14.973,0.143
54.233,401.969,-15.051,-0.156
54.733,394.467,-14.959,0.185
55.233,386.962,-15.061,-0.204
55.733,379.461,-14.941,0.24
56.233,371.958,-15.074,-0.267
56.733,364.459,-14.918,0.312
57.233,356.957,-15.093,-0.349
57.733,349.461,-14.89,0.405
58.233,341.959,-15.118,-0.456
58.733,334.466,-14.854,0.528
59.233,326.965,-15.152,-0.596
59.733,319.475,-14.807,0.688
60.233,311.974,-15.197,-0.779
60.733,304.488,-14.748,0.898
61.233,296.987,-15.257,-1.018
61.733,289.505,-14.67,1.174
62.233,282.004,-15.336,-1.332
62.733,274.528,-14.569,1.534
63.233,267.025,-15.44,-1.743
63.67,260.463,-14.562,2.007
64.051,254.786,-15.232,-1.759
64.488,248.245,-14.749,1.106
64.988,240.75,-15.23,-0.961
65.488,233.274,-14.675,1.109
65.988,225.779,-15.305,-1.261
66.488,218.308,-14.578,1.455
66.988,210.812,-15.405,-1.655
67.448,203.923,-14.527,1.909
67.849,197.949,-15.271,-1.857
68.262,191.761,-14.722,1.331
68.762,184.271,-15.235,-1.027
69.262,176.802,-14.642,1.187
69.762,169.312,-15.317,-1.351
70.262,161.849,-14.537,1.562
70.753,154.495,-15.41,-1.779
71.181,148.08,-14.56,1.985
71.565,142.358,-15.202,-1.668
72.025,135.491,-14.706,1.08
72.525,128.008,-15.228,-1.045
73.025,120.545,-14.623,1.209
73.525,113.061,-15.313,-1.379
74.025,105.604,-14.515,1.596
74.505,98.423,-15.389,-1.82
74.923,92.157,-14.575,1.947
75.315,86.33,-15.185,-1.558
75.805,79.006,-14.665,1.06
76.305,71.527,-15.249,-1.168
76.805,64.072,-14.572,1.354
77.305,56.593,-15.345,-1.546
77.797,49.268,-14.464,1.792
78.224,42.908,-15.311,-1.983
78.609,37.134,-14.673,1.657
79.068,30.282,-15.176,-1.095
79.568,22.828,-14.639,1.074
80.068,15.355,-15.253,-1.227
80.568,7.907,-14.541,1.424
81.068,0.433,-15.355,-1.629
81.097,0,-15.302,1.89
