# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²)
6.517,2164.56,360.998,-43.719
6.567,2182.556,358.826,-43.166
6.617,2200.443,356.682,-42.641
6.667,2218.224,354.561,-42.248
6.717,2235.9,352.455,-42.055
6.767,2253.47,350.352,-42.067
6.817,2270.935,348.245,-42.234
6.867,2288.294,346.127,-42.467
6.917,2305.547,343.998,-42.67
6.967,2322.694,341.862,-42.757
7.017,2339.734,339.725,-42.675
7.067,2356.666,337.597,-42.422
7.117,2373.493,335.485,-42.044
7.167,2390.215,333.393,-41.618
7.217,2406.833,331.323,-41.221
7.267,2423.348,329.27,-40.922
7.317,2439.76,327.229,-40.762
7.367,2456.071,325.192,-40.745
7.417,2472.28,323.153,-40.841
7.467,2488.386,321.107,-40.992
7.517,2504.39,319.053,-41.134
7.567,2520.291,316.994,-41.21
7.617,2536.089,314.934,-41.177
7.667,2551.785,312.878,-41.024
7.717,2567.377,310.833,-40.768
7.767,2582.868,308.802,-40.451
7.817,2598.258,306.788,-40.127
7.867,2613.547,304.789,-39.843
7.917,2628.737,302.803,-39.638
7.967,2643.828,300.824,-39.533
8.017,2658.82,298.848,-39.524
8.067,2673.713,296.871,-39.587
8.117,2688.507,294.889,-39.683
8.167,2703.201,292.902,-39.771
8.217,2717.797,290.912,-39.814
8.267,2732.293,288.922,-39.785
8.317,2746.689,286.935,-39.673
8.367,2760.986,284.956,-39.488
8.417,2775.185,282.987,-39.254
8.467,2789.285,281.031,-39.002
8.517,2803.288,279.087,-38.766
8.567,2817.194,277.154,-38.574
8.617,2831.003,275.229,-38.445
8.667,2844.717,273.308,-38.385
8.717,2858.334,271.389,-38.386
8.767,2871.856,269.469,-38.428
8.817,2885.281,267.546,-38.486
8.867,2898.61,265.62,-38.534
8.917,2911.843,263.693,-38.549
8.967,2924.98,261.766,-38.514
9.017,2938.02,259.842,-38.423
9.067,2950.964,257.924,-38.282
9.117,2963.812,256.015,-38.105
9.167,2976.565,254.114,-37.912
9.217,2989.224,252.224,-37.724
9.267,3001.788,250.342,-37.56
9.317,3014.258,248.467,-37.435
9.367,3026.635,246.598,-37.356
9.417,3038.918,244.731,-37.322
9.467,3051.108,242.865,-37.324
9.517,3063.204,240.998,-37.35
9.567,3075.208,239.13,-37.38
9.617,3087.117,237.26,-37.401
9.667,3098.934,235.39,-37.397
9.717,3110.656,233.521,-37.359
9.767,3122.286,231.654,-37.284
9.817,3133.822,229.793,-37.176
9.867,3145.265,227.937,-37.042
9.917,3156.616,226.089,-36.894
9.967,3167.874,224.248,-36.747
10.017,3179.041,222.414,-36.612
10.067,3190.116,220.586,-36.5
10.117,3201.099,218.764,-36.418
10.167,3211.992,216.944,-36.366
10.217,3222.794,215.127,-36.343
10.267,3233.505,213.309,-36.342
10.317,3244.125,211.492,-36.353
10.367,3254.654,209.674,-36.365
10.417,3265.092,207.856,-36.369
10.467,3275.439,206.037,-36.357
10.517,3285.696,204.22,-36.322
10.567,3295.862,202.406,-36.262
10.617,3305.937,200.594,-36.18
10.667,3315.921,198.788,-36.08
10.717,3325.815,196.987,-35.969
10.767,3335.62,195.191,-35.855
10.817,3345.335,193.401,-35.745
10.867,3354.96,191.616,-35.648
10.917,3364.496,189.836,-35.569
10.967,3373.944,188.059,-35.51
11.017,3383.302,186.285,-35.471
11.067,3392.572,184.512,-35.45
11.117,3401.753,182.74,-35.442
11.167,3410.846,180.967,-35.442
11.217,3419.85,179.195,-35.443
11.267,3428.766,177.423,-35.439
11.317,3437.593,175.651,-35.425
11.367,3446.331,173.881,-35.398
11.417,3454.981,172.112,-35.354
11.467,3463.542,170.346,-35.294
11.517,3472.015,168.583,-35.222
11.567,3480.4,166.824,-35.139
11.617,3488.698,165.069,-35.052
11.667,3496.907,163.319,-34.965
11.717,3505.03,161.572,-34.882
11.767,3513.065,159.83,-34.809
11.817,3521.013,158.091,-34.747
11.867,3528.874,156.355,-34.699
11.917,3536.648,154.621,-34.665
11.967,3544.336,152.889,-34.643
12.017,3551.937,151.157,-34.63
12.067,3559.452,149.425,-34.623
12.117,3566.88,147.694,-34.618
12.167,3574.221,145.964,-34.611
12.217,3581.476,144.233,-34.598
12.267,3588.644,142.504,-34.578
12.317,3595.726,140.776,-34.548
12.367,3602.722,139.049,-34.508
12.417,3609.631,137.325,-34.458
12.467,3616.455,135.604,-34.399
12.517,3623.192,133.885,-34.335
12.567,3629.843,132.17,-34.269
12.617,3636.409,130.459,-34.202
12.667,3642.889,128.75,-34.138
12.717,3649.284,127.045,-34.079
12.767,3655.594,125.342,-34.028
12.817,3661.818,123.642,-33.986
12.867,3667.958,121.943,-33.953
12.917,3674.013,120.246,-33.928
12.967,3679.983,118.55,-33.91
13.017,3685.868,116.855,-33.897
13.067,3691.668,115.161,-33.888
13.117,3697.384,113.466,-33.879
13.167,3703.015,111.773,-33.869
13.217,3708.561,110.08,-33.855
13.267,3714.023,108.387,-33.836
13.317,3719.4,106.696,-33.811
13.367,3724.692,105.006,-33.78
13.417,3729.9,103.318,-33.741
13.467,3735.024,101.632,-33.697
13.517,3740.064,99.948,-33.649
13.567,3745.019,98.267,-33.599
13.617,3749.89,96.589,-33.547
13.667,3754.678,94.913,-33.496
13.717,3759.382,93.239,-33.448
13.767,3764.002,91.568,-33.405
13.817,3768.538,89.898,-33.366
13.867,3772.992,88.231,-33.332
13.917,3777.362,86.565,-33.305
13.967,3781.648,84.9,-33.283
14.017,3785.852,83.237,-33.266
14.067,3789.972,81.574,-33.253
14.117,3794.009,79.911,-33.242
14.167,3797.963,78.249,-33.232
14.217,3801.834,76.588,-33.221
14.267,3805.622,74.927,-33.209
14.317,3809.327,73.267,-33.194
14.367,3812.949,71.608,-33.175
14.417,3816.488,69.95,-33.152
14.467,3819.944,68.293,-33.125
14.517,3823.317,66.637,-33.094
14.567,3826.607,64.984,-33.058
14.617,3829.815,63.332,-33.021
14.667,3832.941,61.681,-32.982
14.717,3835.983,60.033,-32.942
14.767,3838.944,58.387,-32.902
14.817,3841.822,56.743,-32.864
14.867,3844.618,55.101,-32.828
14.917,3847.332,53.46,-32.796
14.967,3849.964,51.821,-32.767
15.017,3852.514,50.184,-32.742
15.067,3854.983,48.547,-32.721
15.117,3857.369,46.911,-32.703
15.167,3859.674,45.277,-32.689
15.217,3861.897,43.642,-32.677
15.267,3864.038,42.009,-32.666
15.317,3866.098,40.376,-32.655
15.367,3868.076,38.743,-32.644
15.417,3869.972,37.112,-32.632
15.467,3871.787,35.48,-32.618
15.517,3873.52,33.85,-32.602
15.567,3875.172,32.22,-32.583
15.617,3876.742,30.592,-32.562
15.667,3878.231,28.964,-32.538
15.717,3879.639,27.338,-32.511
15.767,3880.965,25.713,-32.482
15.817,3882.21,24.09,-32.452
15.867,3883.374,22.468,-32.42
15.917,3884.457,20.848,-32.388
15.967,3885.459,19.229,-32.356
16.017,3886.38,17.612,-32.325
16.067,3887.22,15.996,-32.296
16.117,3887.979,14.382,-32.269
16.167,3888.658,12.77,-32.244
16.217,3889.256,11.158,-32.221
16.267,3889.774,9.547,-32.202
16.317,3890.211,7.938,-32.184
16.367,3890.568,6.329,-32.169
16.417,3890.844,4.721,-32.156
16.467,3891.04,3.113,-32.144
16.517,3891.155,1.506,-32.133
16.567,3891.19,-0.1,-32.121
16.617,3891.145,-1.706,-32.109
16.619,3891.142,-1.76,-31.458
16.663,3891.032,-3.167,-31.437
16.709,3890.857,-4.566,-30.898
16.757,3890.604,-6.02,-30.38
16.807,3890.261,-7.531,-29.862
16.861,3889.815,-9.103,-29.344
16.918,3889.251,-10.742,-28.826
16.978,3888.549,-12.455,-28.308
17.043,3887.687,-14.249,-27.791
17.112,3886.638,-16.133,-27.272
17.186,3885.368,-18.116,-26.753
17.266,3883.838,-20.211,-26.233
17.352,3881.997,-22.431,-25.712
17.446,3879.784,-24.792,-25.188
17.548,3877.121,-27.313,-24.661
17.66,3873.907,-30.018,-24.129
17.784,3870.015,-32.935,-23.59
17.921,3865.275,-36.099,-23.042
18.075,3859.462,-39.554,-22.482
18.248,3852.271,-43.353,-21.902
18.446,3843.279,-47.566,-21.297
18.674,3831.886,-52.279,-20.653
18.941,3817.231,-57.602,-19.954
19.257,3798.058,-63.664,-19.171
19.637,3772.544,-70.605,-18.263
20.098,3738.18,-78.517,-17.168
20.598,3696.947,-86.418,-15.802
21.098,3651.954,-93.552,-14.268
21.598,3603.59,-99.906,-12.708
22.098,3552.242,-105.487,-11.163
22.598,3498.289,-110.324,-9.674
23.098,3442.093,-114.462,-8.276
23.598,3383.987,-117.959,-6.995
24.098,3324.277,-120.883,-5.847
24.598,3263.231,-123.3,-4.835
25.098,3201.086,-125.279,-3.958
25.598,3138.045,-126.882,-3.206
26.098,3074.283,-128.168,-2.571
26.598,3009.944,-129.188,-2.04
27.098,2945.15,-129.988,-1.6
27.598,2880.001,-130.607,-1.238
28.098,2814.58,-131.078,-0.942
28.598,2748.953,-131.429,-0.702
29.098,2683.175,-131.682,-0.507
29.598,2617.29,-131.858,-0.35
30.098,2551.334,-131.97,-0.225
30.598,2485.333,-132.032,-0.124
31.098,2419.311,-132.054,-0.044
31.598,2353.287,-132.045,0.019
32.098,2287.273,-132.01,0.07
32.598,2221.281,-131.955,0.109
33.098,2155.321,-131.885,0.14
33.598,2089.399,-131.803,0.165
34.098,2023.521,-131.711,0.184
34.598,1957.69,-131.611,0.199
35.098,1891.911,-131.506,0.21
35.598,1826.185,-131.397,0.219
36.098,1760.515,-131.284,0.225
36.598,1694.901,-131.169,0.23
37.098,1629.346,-131.052,0.234
37.598,1563.85,-130.934,0.237
38.098,1498.413,-130.812,0.243
38.598,1433.038,-130.689,0.246
39.098,1367.724,-130.565,0.249
39.598,1302.473,-130.439,0.251
40.098,1237.285,-130.313,0.252
40.598,1172.16,-130.187,0.252
41.098,1107.098,-130.061,0.252
41.598,1042.099,-129.935,0.252
42.098,977.163,-129.809,0.252
42.598,912.29,-129.684,0.251
43.098,847.479,-129.558,0.25
43.598,782.731,-129.434,0.249
44.098,718.045,-129.309,0.249
44.598,653.422,-129.186,0.248
45.098,588.86,-129.062,0.247
45.598,524.359,-128.94,0.245
46.098,459.92,-128.817,0.244
46.099,459.792,-126.487,2330.504
46.1,459.667,-124.241,2245.799
46.101,459.544,-122.076,2165.635
46.102,459.423,-119.986,2089.693
46.103,459.304,-117.968,2017.679
46.104,459.187,-116.019,1949.327
46.105,459.072,-114.134,1884.391
46.106,458.958,-112.312,1822.646
46.107,458.847,-110.548,1763.886
46.108,458.737,-108.84,1707.921
46.109,458.629,-107.185,1654.576
46.11,458.523,-105.582,1603.689
46.111,458.418,-104.027,1555.111
46.112,458.315,-102.518,1508.703
46.113,458.213,-101.054,1464.338
46.114,458.113,-99.632,1421.898
46.115,458.014,-98.25,1381.272
46.116,457.916,-96.908,1342.357
46.117,457.82,-95.603,1305.06
46.118,457.725,-94.334,1269.29
46.119,457.631,-93.099,1234.966
46.12,457.539,-91.897,1202.011
46.121,457.447,-90.726,1170.352
46.122,457.357,-89.586,1139.922
46.123,457.268,-88.476,1110.658
46.124,457.18,-87.393,1082.501
46.125,457.093,-86.338,1055.395
46.126,457.008,-85.309,1029.29
46.127,456.923,-84.304,1004.136
46.128,456.839,-83.325,979.887
46.129,456.756,-82.368,956.501
46.13,456.674,-81.434,933.936
46.131,456.593,-80.522,912.155
46.132,456.513,-79.631,891.122
46.133,456.434,-78.76,870.802
46.134,456.356,-77.909,851.165
46.135,456.278,-77.077,832.178
46.136,456.201,-76.263,813.815
46.137,456.126,-75.467,796.047
46.138,456.05,-74.688,778.85
46.139,455.976,-73.926,762.199
46.14,455.903,-73.18,746.071
46.141,455.83,-72.449,730.445
46.142,455.758,-71.734,715.299
46.143,455.686,-71.033,700.615
46.144,455.616,-70.347,686.373
46.145,455.546,-69.674,672.557
46.146,455.476,-69.015,659.148
46.147,455.408,-68.369,646.132
46.148,455.34,-67.736,633.493
46.149,455.272,-67.114,621.217
46.15,455.205,-66.505,609.289
46.151,455.139,-65.907,597.697
46.152,455.073,-65.321,586.429
46.153,455.008,-64.746,575.471
46.154,454.944,-64.181,564.814
46.155,454.88,-63.626,554.446
46.156,454.817,-63.082,544.356
46.157,454.754,-62.547,534.535
46.158,454.692,-62.022,524.974
46.159,454.63,-61.507,515.662
46.16,454.569,-61,506.592
46.161,454.508,-60.502,497.756
46.162,454.448,-60.013,489.144
46.163,454.388,-59.533,480.751
46.164,454.329,-59.06,472.568
46.165,454.27,-58.595,464.588
46.166,454.211,-58.139,456.805
46.167,454.153,-57.689,449.212
46.168,454.096,-57.248,441.804
46.169,454.039,-56.813,434.573
46.17,453.982,-56.385,427.515
46.171,453.926,-55.965,420.625
46.172,453.87,-55.551,413.896
46.173,453.815,-55.144,407.324
46.174,453.76,-54.743,400.904
46.175,453.706,-54.348,394.631
46.176,453.651,-53.96,388.501
46.177,453.598,-53.577,382.51
46.178,453.544,-53.2,376.653
46.179,453.491,-52.83,370.926
46.18,453.439,-52.464,365.326
46.181,453.386,-52.104,359.849
46.182,453.334,-51.75,354.491
46.183,453.283,-51.401,349.248
46.184,453.232,-51.056,344.119
46.185,453.181,-50.717,339.099
46.186,453.13,-50.383,334.184
46.187,453.08,-50.054,329.374
46.188,453.03,-49.729,324.663
46.189,452.98,-49.409,320.05
46.19,452.931,-49.094,315.532
46.191,452.882,-48.782,311.107
46.192,452.834,-48.476,306.771
46.193,452.785,-48.173,302.522
46.194,452.737,-47.875,298.359
46.195,452.69,-47.581,294.279
46.196,452.642,-47.29,290.279
46.197,452.595,-47.004,286.357
46.198,452.548,-46.721,282.512
46.199,452.502,-46.443,278.742
46.2,452.455,-46.168,275.044
46.201,452.409,-45.896,271.417
46.202,452.363,-45.628,267.859
46.203,452.318,-45.364,264.368
46.204,452.273,-45.103,260.943
46.205,452.228,-44.845,257.581
46.206,452.183,-44.591,254.282
46.207,452.138,-44.337,251.044
46.208,452.092,-44.081,247.823
46.209,452.046,-43.824,244.603
46.21,451.999,-43.565,241.384
46.211,451.952,-43.305,238.165
46.212,451.904,-43.043,234.947
46.214,451.855,-42.78,231.73
46.215,451.806,-42.516,228.514
46.216,451.756,-42.249,225.299
46.217,451.705,-41.981,222.084
46.218,451.653,-41.712,218.87
46.22,451.601,-41.44,215.658
46.221,451.548,-41.167,212.446
46.222,451.494,-40.893,209.235
46.224,451.439,-40.616,206.025
46.225,451.384,-40.338,202.816
46.226,451.327,-40.058,199.609
46.228,451.27,-39.776,196.402
46.229,451.212,-39.492,193.196
46.231,451.153,-39.206,189.992
46.232,451.092,-38.918,186.789
46.234,451.031,-38.629,183.587
46.236,450.969,-38.337,180.386
46.237,450.906,-38.043,177.186
46.239,450.841,-37.746,173.988
46.241,450.775,-37.448,170.792
46.242,450.708,-37.147,167.596
46.244,450.64,-36.844,164.402
46.246,450.571,-36.539,161.21
46.248,450.5,-36.231,158.02
46.25,450.428,-35.921,154.83
46.252,450.354,-35.608,151.643
46.254,450.279,-35.293,148.458
46.256,450.202,-34.975,145.274
46.259,450.123,-34.654,142.092
46.261,450.043,-34.331,138.912
46.263,449.961,-34.004,135.735
46.266,449.877,-33.675,132.559
46.269,449.79,-33.343,129.386
46.271,449.702,-33.008,126.215
46.274,449.612,-32.669,123.046
46.277,449.519,-32.327,119.88
46.28,449.424,-31.982,116.717
46.283,449.327,-31.634,113.556
46.286,449.226,-31.282,110.399
46.289,449.123,-30.926,107.244
46.293,449.017,-30.566,104.093
46.296,448.908,-30.203,100.945
46.3,448.795,-29.836,97.801
46.304,448.678,-29.464,94.66
46.308,448.558,-29.089,91.524
46.312,448.434,-28.709,88.392
46.317,448.306,-28.324,85.264
46.322,448.172,-27.935,82.141
46.327,448.034,-27.541,79.023
46.332,447.89,-27.142,75.911
46.338,447.741,-26.738,72.804
46.343,447.585,-26.329,69.704
46.35,447.422,-25.914,66.61
46.356,447.252,-25.493,63.524
46.363,447.074,-25.067,60.445
46.371,446.886,-24.634,57.375
46.379,446.689,-24.195,54.313
46.388,446.481,-23.75,51.262
46.397,446.26,-23.298,48.222
46.407,446.026,-22.839,45.193
46.418,445.776,-22.373,42.178
46.43,445.509,-21.9,39.177
46.444,445.221,-21.419,36.193
46.458,444.91,-20.931,33.227
46.475,444.572,-20.435,30.283
46.493,444.2,-19.932,27.362
46.514,443.79,-19.422,24.469
46.538,443.331,-18.905,21.609
46.566,442.813,-18.382,18.787
46.598,442.217,-17.856,16.012
46.638,441.519,-17.328,13.295
46.687,440.678,-16.803,10.65
46.751,439.629,-16.29,8.101
46.837,438.25,-15.801,5.681
46.963,436.28,-15.365,3.45
47.178,433.022,-15.04,1.516
47.678,425.515,-14.985,0.111
48.178,418.008,-15.045,-0.12
48.678,410.504,-14.973,0.143
49.178,402.998,-15.051,-0.157
49.678,395.495,-14.958,0.186
50.178,387.99,-15.061,-0.205
50.678,380.49,-14.94,0.24
51.178,372.987,-15.074,-0.267
51.678,365.489,-14.918,0.312
52.178,357.986,-15.093,-0.349
52.678,350.49,-14.89,0.406
53.178,342.989,-15.118,-0.456
53.678,335.496,-14.854,0.528
54.178,327.994,-15.152,-0.596
54.678,320.505,-14.807,0.689
55.178,313.004,-15.197,-0.779
55.678,305.518,-14.747,0.899
56.178,298.017,-15.257,-1.019
56.678,290.535,-14.67,1.174
57.178,283.034,-15.336,-1.332
57.678,275.558,-14.568,1.535
58.178,268.056,-15.44,-1.743
58.615,261.494,-14.562,2.007
58.996,255.817,-15.232,-1.759
59.433,249.274,-14.749,1.106
59.933,241.779,-15.23,-0.961
60.433,234.303,-14.675,1.11
60.933,226.808,-15.305,-1.261
61.433,219.337,-14.578,1.455
61.933,211.842,-15.405,-1.655
62.393,204.952,-14.526,1.909
62.794,198.977,-15.271,-1.857
63.207,192.788,-14.721,1.332
63.707,185.299,-15.235,-1.027
64.207,177.83,-14.641,1.188
64.707,170.34,-15.317,-1.352
65.207,162.877,-14.536,1.562
65.698,155.524,-15.41,-1.779
66.126,149.11,-14.56,1.985
66.51,143.386,-15.201,-1.667
66.97,136.516,-14.705,1.08
67.47,129.032,-15.228,-1.046
67.97,121.569,-14.623,1.211
68.47,114.085,-15.313,-1.38
68.97,106.629,-14.514,1.597
69.45,99.455,-15.388,-1.822
69.868,93.193,-14.576,1.945
70.26,87.36,-15.185,-1.554
70.752,80.015,-14.663,1.06
71.252,72.537,-15.25,-1.174
71.752,65.082,-14.57,1.361
72.252,57.603,-15.347,-1.554
72.741,50.312,-14.466,1.8
73.166,43.983,-15.306,-1.975
73.553,38.185,-14.674,1.632
74.019,31.226,-15.182,-1.089
74.519,23.772,-14.631,1.103
75.019,16.299,-15.261,-1.26
75.519,8.851,-14.53,1.462
76.019,1.377,-15.366,-1.672
76.109,0,-15.191,1.94
